"","fips","state","state_abr","county","population","theme1","theme2","theme3","theme4","theme_all","sfr_count1","sfr_count2","avg_temp","max_temp","id","avg_precip","hsa_value","rucc_value","rucc_description","vcas_value","dog_pop","dog_pop_ratio","rate_sfr1","rate_sfr1_1000","rate_sfr2","rate_sfr2_1000","sfr_count_total","rate_sfr_total","rate_sfr_total_1000","population_sd","dog_pop_sd"
"28",1121,"Alabama","AL","Talladega",80565,0.8729,0.7797,0.5883,0.7985,0.8736,21,16,63.9,75.7,"AL-121",56.05,2,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",21.55511811,31132.84082,0.386431338918885,0.00026065909514057,0.26065909514057,0.000198597405821386,0.198597405821386,37,0.000459256500961956,0.459256500961956,0.00796825098163489,0.0137772661653961
"29",4021,"Arizona","AZ","Pinal",419721,0.6962,0.7014,0.8962,0.8271,0.8592,3,2,70.3,84.1,"AZ-021",10.2466666666667,1,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",49.33993399,118944.6423,0.283389781068853,7.14760519487946e-06,0.00714760519487946,4.76507012991964e-06,0.00476507012991964,5,1.19126753247991e-05,0.0119126753247991,0.041554870047881,0.052675447238581
"30",5009,"Arkansas","AR","Boone",37288,0.5207,0.8125,0.0637,0.46,0.4379,37,11,58.2,69.1,"AR-009",44.9533333333333,1,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",68.23295831,15170.71666,0.406852517163699,0.000992276335550311,0.992276335550311,0.000295001072731174,0.295001072731174,48,0.00128727740828148,1.28727740828148,0.00368252962234909,0.00670648996648441
"31",5011,"Arkansas","AR","Bradley",10948,0.8761,0.9748,0.8943,0.8924,0.9803,18,5,64.8,75.6,"AR-011",59.5233333333333,1,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",1.75438596,4336.834633,0.39613030991962,0.00164413591523566,1.64413591523566,0.000456704420898794,0.456704420898794,23,0.00210084033613445,2.10084033613445,0.00107407939235191,0.00190738212779884
"32",5033,"Arkansas","AR","Crawford",62472,0.6121,0.8691,0.5785,0.2951,0.6105,64,31,60.9,72.1,"AR-033",48.4966666666667,2,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",49.36877076,24077.00937,0.385404811275451,0.00102445895761301,1.02445895761301,0.000496222307593802,0.496222307593802,95,0.00152068126520681,1.52068126520681,0.00617650117102976,0.0106517294523555
"33",5037,"Arkansas","AR","Cross",16998,0.6809,0.9675,0.3512,0.4432,0.7013,10,4,62.3,71.8,"AR-037",60.78,2,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",40.82446809,6593.57164,0.387902790916578,0.000588304506412519,0.588304506412519,0.000235321802565008,0.235321802565008,14,0.000823626308977527,0.823626308977527,0.00167321089924193,0.00290705373518338
"34",5045,"Arkansas","AR","Faulkner",122416,0.4334,0.1872,0.5244,0.7568,0.4774,141,51,61.9,72.7,"AR-045",56.31,1,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",63.18242344,44953.27455,0.367217312687884,0.00115181022088616,1.15181022088616,0.000416612207554568,0.416612207554568,192,0.00156842242844073,1.56842242844073,0.0121127555592967,0.0198993331846216
"35",5047,"Arkansas","AR","Franklin",17780,0.7041,0.6613,0.2677,0.5495,0.5943,33,15,60.6,71.7,"AR-047",49.89,1,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",19.98001998,6969.05098,0.391960122609674,0.00185601799775028,1.85601799775028,0.000843644544431946,0.843644544431946,48,0.00269966254218223,2.69966254218223,0.0017506523601325,0.00307338061961572
"36",5051,"Arkansas","AR","Garland",98296,0.6376,0.9239,0.6049,0.8313,0.828,233,100,62.4,73.1,"AR-051",56.5633333333333,0,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",37.42085971,40801.76648,0.415090812240579,0.00237039147066005,2.37039147066005,0.00101733539513307,1.01733539513307,333,0.00338772686579311,3.38772686579311,0.00972415193182775,0.0180603307964241
"37",5053,"Arkansas","AR","Grant",18086,0.5051,0.7418,0.1277,0.2566,0.3541,46,15,63.1,73.9,"AR-053",61.5533333333333,2,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",75.13333333,6952.641857,0.384421201868849,0.00254340373769767,2.54340373769767,0.000829370784031848,0.829370784031848,61,0.00337277452172951,3.37277452172951,0.00178095554048099,0.00306611183538686
"38",5063,"Arkansas","AR","Independence",37264,0.6344,0.9115,0.5552,0.6326,0.7525,92,21,60.4,70.6,"AR-063",54.1433333333333,2,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",34.12353923,14399.48788,0.386418202018034,0.00246887075998283,2.46887075998283,0.000563546586517819,0.563546586517819,113,0.00303241734650064,3.03241734650064,0.00368015290232176,0.00636485710817067
"39",5083,"Arkansas","AR","Logan",21757,0.8475,0.944,0.4132,0.4763,0.8045,31,18,61.6,72.9,"AR-083",49.2066666666667,2,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",21.30653266,8499.925614,0.390675443029829,0.00142482879073402,1.42482879073402,0.000827319943006848,0.827319943006848,49,0.00225214873374087,2.25214873374086,0.00214449467466169,0.00375151542279751
"40",5085,"Arkansas","AR","Lonoke",72206,0.3634,0.5619,0.4556,0.2334,0.3309,127,31,62.9,73,"AR-085",56.8933333333333,1,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",74.36327078,26707.29523,0.36987639849874,0.00175885660471429,1.75885660471429,0.000429327202725535,0.429327202725535,158,0.00218818380743982,2.18818380743982,0.00714045920211528,0.0118168727922267
"41",5087,"Arkansas","AR","Madison",16076,0.7564,0.6383,0.5256,0.3792,0.6535,82,40,57.8,68.3,"AR-087",48.1266666666667,2,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",22.42708683,6533.726604,0.406427382682259,0.00510077133615327,5.10077133615327,0.00248818113958696,2.48818113958696,122,0.00758895247574023,7.58895247574023,0.00158190523819191,0.00288054405188996
"42",5115,"Arkansas","AR","Pope",63644,0.7522,0.5928,0.6711,0.7437,0.7936,144,56,60.4,71.4,"AR-115",52.3866666666667,1,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             ",25.39575615,23739.17449,0.372999410627868,0.00226258563258123,2.26258563258123,0.00087989441267048,0.87989441267048,200,0.00314248004525171,3.14248004525171,0.00629256433236449,0.0105020780146945
"43",5117,"Arkansas","AR","Prairie",8244,0.708,0.7622,0.2174,0.695,0.6548,38,5,62.9,72.4,"AR-117",52.71,2,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",41.57681941,3437.228607,0.416936997452693,0.00460941290635614,4.60941290635614,0.000606501698204755,0.606501698204755,43,0.00521591460456089,5.21591460456089,0.000806302269272476,0.00150888172689491
"44",5121,"Arkansas","AR","Randolph",17603,0.6898,0.9828,0.2706,0.4858,0.7166,19,8,59.7,70.6,"AR-121",52.9933333333333,2,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",26.36547539,7159.203756,0.406703616201784,0.00107936147247628,1.07936147247628,0.000454467988411066,0.454467988411066,27,0.00153382946088735,1.53382946088735,0.00173312404993093,0.00315761300054577
"45",5125,"Arkansas","AR","Saline",118009,0.1844,0.737,0.5524,0.3257,0.3325,135,47,62.4,72.8,"AR-125",59.53,1,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",85.18893387,45218.71624,0.383180234049945,0.00114398054385682,1.14398054385682,0.000398274707861265,0.398274707861265,182,0.00154225525171809,1.54225525171809,0.0116763303442778,0.0200169164564367
"46",5131,"Arkansas","AR","Sebastian",127461,0.672,0.852,0.8351,0.6998,0.8328,71,32,62.1,73.5,"AR-131",52.1333333333333,1,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",25.29550827,50461.9136,0.395900813582194,0.000557033131703031,0.557033131703031,0.000251057186119676,0.251057186119676,103,0.000808090317822707,0.808090317822707,0.0126123619150422,0.0223395067788568
"47",5145,"Arkansas","AR","White",78804,0.6717,0.5871,0.4973,0.8523,0.7446,254,86,62,71.8,"AR-145",56.2766666666667,1,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",38.01624915,29860.74254,0.378924198517842,0.00322318664027207,3.22318664027207,0.00109131516166692,1.09131516166692,340,0.00431450180193899,4.31450180193899,0.00779385914962938,0.013213762075919
"48",6007,"California","CA","Butte",227075,0.6583,0.3133,0.7953,0.9484,0.8064,0,0,60.8,73.1,"CA-007",48.96,1,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",34.90502035,56516.44779,0.248888903622151,0,0,0,0,0,0,0,0.0224771364484871,0.0250214967080812
"49",6017,"California","CA","El Dorado",186661,0.171,0.1016,0.6937,0.2209,0.1838,1,1,54.9,66.1,"CA-017",55.65,1,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",93.20421339,50894.6107,0.272657977295739,5.35730548963094e-06,0.00535730548963094,5.35730548963094e-06,0.00535730548963094,2,1.07146109792619e-05,0.0107146109792619,0.0184749379824618,0.0225311795365268
"50",6023,"California","CA","Humboldt",135768,0.643,0.3225,0.7459,0.9042,0.7605,0,0,55,65.2,"CA-023",68.4,1,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             ",31.9047619,39022.55826,0.287420881651052,0,0,0,0,0,0,0,0.0134350041345025,0.0172721911347612
"51",6027,"California","CA","Inyo",18085,0.2844,0.2563,0.8535,0.8902,0.5701,0,0,61.9,74.4,"CA-027",5.70333333333333,1,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",38.86997958,5362.698197,0.296527409289466,0,0,0,0,0,0,0,0.00178085651047985,0.0023618110997172
"52",6061,"California","CA","Placer",380077,0.072,0.1213,0.7437,0.1974,0.1519,3,1,54.6,66.5,"CA-061",58.5133333333333,1,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",96.33687093,100596.9139,0.264675089258229,7.8931374432023e-06,0.0078931374432023,2.63104581440077e-06,0.00263104581440077,4,1.05241832576031e-05,0.0105241832576031,0.0376289246827326,0.0445479148391077
"53",6079,"California","CA","San Luis Obispo",281455,0.2331,0.0465,0.8405,0.7832,0.3739,1,1,60.9,74.7,"CA-079",17.1166666666667,1,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",80.04807692,72692.48849,0.258273928301149,3.55296583823347e-06,0.00355296583823347,3.55296583823347e-06,0.00355296583823347,2,7.10593167646693e-06,0.00710593167646693,0.0278623879104175,0.0321870319731688
"54",6089,"California","CA","Shasta",179085,0.4895,0.7533,0.6202,0.815,0.7022,0,0,56.2,68.7,"CA-089",48.0966666666667,1,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",50.42999656,48005.81622,0.268061625596784,0,0,0,0,0,0,0,0.0177246866938339,0.0212515240816521
"55",6093,"California","CA","Siskiyou",43540,0.6019,0.7205,0.6928,0.6676,0.7223,0,0,49.8,61.5,"CA-093",39.5933333333333,1,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",32.42685026,13285.90352,0.305142478640331,0,0,0,0,0,0,0,0.00430166518946915,0.0058715702680708
"56",8019,"Colorado","CO","Clear Creek",9379,0.001,0.0296,0.4833,0.1404,0.0197,NA,0,38.7,50.1,"CO-019",24.5733333333333,2,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",83.80159556,3603.93022,0.384255274549526,NA,NA,0,0,NA,NA,NA,0.000918701320565065,0.00158272589611109
"57",8039,"Colorado","CO","Elbert",25162,0.0019,0.0197,0.2025,0.0035,0,NA,0,48.5,63.8,"CO-039",15.7266666666667,1,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",99.72154542,7552.756959,0.300165207813369,NA,NA,0,0,NA,NA,NA,0.00248169182853946,0.00333194610263698
"58",8047,"Colorado","CO","Gilpin",5924,6e-04,0.0016,0.2763,0.15,0.0022,NA,0,40.6,52,"CO-047",21.12,2,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",87.24294179,2171.894441,0.366626340479406,NA,NA,0,0,NA,NA,NA,0.000576552666630356,0.000948373951429614
"59",8051,"Colorado","CO","Gunnison",16537,0.2631,0.0127,0.3426,0.5326,0.1392,NA,0,39.4,52.3,"CO-051",19.6633333333333,2,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",88.10603418,5775.029969,0.349218719779888,NA,NA,0,0,NA,NA,NA,0.00162755806871692,0.00254446258458778
"60",8057,"Colorado","CO","Jackson",1296,0.4134,0.0423,0.6772,0.0102,0.1137,NA,0,37.9,50.8,"CO-057",22.63,2,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",40.6773743,537.2120901,0.41451550162037,NA,NA,0,0,NA,NA,NA,0.000118241821359781,0.000224255222389188
"61",8065,"Colorado","CO","Lake",7585,0.5455,0.0143,0.8682,0.6351,0.4452,NA,0,35.8,48.6,"CO-065",23.34,2,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",31.32867133,2662.219677,0.350984795912986,NA,NA,0,0,NA,NA,NA,0.000741041498521977,0.00116557436746964
"62",8067,"Colorado","CO","La Plata",55101,0.0503,0.0102,0.4801,0.6829,0.1086,0,0,46.4,59.8,"CO-067",17.5566666666667,2,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",98.95068206,18947.85187,0.343874918241048,0,0,0,0,0,0,0,0.00544655103263534,0.0083796556100562
"63",8071,"Colorado","CO","Las Animas",14179,0.6975,0.6218,0.8481,0.8351,0.8373,0,0,52.5,67.5,"CO-071",17.5466666666667,2,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",10.88554428,5251.32765,0.370359521122787,0,0,0,0,0,0,0,0.00139404532603152,0.0023124770508717
"64",8075,"Colorado","CO","Logan",21689,0.4159,0.1283,0.7752,0.9634,0.628,0,0,50.3,64.6,"CO-075",15.8466666666667,1,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",12.18914186,6610.251724,0.304774389045138,0,0,0,0,0,0,0,0.00213776063458425,0.00291444254758459
"65",8077,"Colorado","CO","Mesa",149998,0.5287,0.4833,0.5982,0.5969,0.5755,0,0,48.9,61.4,"CO-077",14.07,1,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",72.07428171,50064.0344,0.33376467952906,0,0,0,0,0,0,0,0.0148442010507083,0.0221632573806438
"66",8083,"Colorado","CO","Montezuma",25909,0.5041,0.702,0.5536,0.2846,0.4946,NA,0,50.1,63.8,"CO-083",14.0266666666667,2,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",66.53805682,8937.111191,0.344942344011733,NA,NA,0,0,NA,NA,NA,0.00255566723939017,0.00394517645070164
"67",8085,"Colorado","CO","Montrose",41268,0.6166,0.5333,0.8048,0.6437,0.7153,NA,0,49.1,62.2,"CO-085",11.6366666666667,1,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",33.29824561,14152.67768,0.342945567509935,NA,NA,0,0,NA,NA,NA,0.00407666902688169,0.00625552706723653
"68",8093,"Colorado","CO","Park",17392,0.0809,0.0264,0.1964,0.0016,6e-04,NA,1,39.5,53.1,"CO-093",15.8,1,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",99.85945186,6456.081391,0.371209831589236,NA,NA,5.74977000919963e-05,0.0574977000919963,NA,NA,NA,0.00171222871969063,0.00284614938620909
"69",8099,"Colorado","CO","Prowers",12052,0.8446,0.9436,0.9032,0.7367,0.9392,NA,0,54.5,70.3,"CO-099",18.15,2,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",11.67780514,3933.727583,0.326396248174577,NA,NA,0,0,NA,NA,NA,0.0011834085136092,0.00172881693771618
