metro_nonmetro,county_name,state_abbr,geoId,value
Metropolitan,"Pawnee County",OK,us-ok-117,"Whole county is shortage area"
Metropolitan,"Rogers County",OK,us-ok-131,"Part of county is shortage area"
Metropolitan,"Sequoyah County",OK,us-ok-135,"Whole county is shortage area"
Metropolitan,"Tulsa County",OK,us-ok-143,"Part of county is shortage area"
Metropolitan,"Wagoner County",OK,us-ok-145,"Whole county is shortage area"
Metropolitan,"Benton County",OR,us-or-003,"Part of county is shortage area"
Metropolitan,"Clackamas County",OR,us-or-005,"Part of county is shortage area"
Metropolitan,"Columbia County",OR,us-or-009,"Part of county is shortage area"
Metropolitan,"Deschutes County",OR,us-or-017,"Part of county is shortage area"
Metropolitan,"Jackson County",OR,us-or-029,"Part of county is shortage area"
Metropolitan,"Josephine County",OR,us-or-033,"Part of county is shortage area"
Metropolitan,"Lane County",OR,us-or-039,"Part of county is shortage area"
Metropolitan,"Linn County",OR,us-or-043,"Part of county is shortage area"
Metropolitan,"Marion County",OR,us-or-047,"Whole county is shortage area"
Metropolitan,"Multnomah County",OR,us-or-051,"Part of county is shortage area"
Metropolitan,"Polk County",OR,us-or-053,"Whole county is shortage area"
Metropolitan,"Washington County",OR,us-or-067,"Part of county is shortage area"
Metropolitan,"Yamhill County",OR,us-or-071,"Whole county is shortage area"
Metropolitan,"Adams County",PA,us-pa-001,"Part of county is shortage area"
Metropolitan,"Allegheny County",PA,us-pa-003,"Part of county is shortage area"
Metropolitan,"Armstrong County",PA,us-pa-005,"Part of county is shortage area"
Metropolitan,"Beaver County",PA,us-pa-007,"Part of county is shortage area"
Metropolitan,"Berks County",PA,us-pa-011,"None of county is shortage area"
Metropolitan,"Blair County",PA,us-pa-013,"Part of county is shortage area"
Metropolitan,"Bucks County",PA,us-pa-017,"None of county is shortage area"
Metropolitan,"Butler County",PA,us-pa-019,"Part of county is shortage area"
Metropolitan,"Cambria County",PA,us-pa-021,"Part of county is shortage area"
Metropolitan,"Carbon County",PA,us-pa-025,"Part of county is shortage area"
Metropolitan,"Centre County",PA,us-pa-027,"Part of county is shortage area"
Metropolitan,"Chester County",PA,us-pa-029,"Part of county is shortage area"
Metropolitan,"Columbia County",PA,us-pa-037,"Part of county is shortage area"
Metropolitan,"Cumberland County",PA,us-pa-041,"None of county is shortage area"
Metropolitan,"Dauphin County",PA,us-pa-043,"Part of county is shortage area"
Metropolitan,"Delaware County",PA,us-pa-045,"Part of county is shortage area"
Metropolitan,"Erie County",PA,us-pa-049,"Part of county is shortage area"
Metropolitan,"Fayette County",PA,us-pa-051,"Part of county is shortage area"
Metropolitan,"Franklin County",PA,us-pa-055,"Part of county is shortage area"
Metropolitan,"Lackawanna County",PA,us-pa-069,"Part of county is shortage area"
Metropolitan,"Lancaster County",PA,us-pa-071,"Part of county is shortage area"
Metropolitan,"Lebanon County",PA,us-pa-075,"Part of county is shortage area"
Metropolitan,"Lehigh County",PA,us-pa-077,"None of county is shortage area"
Metropolitan,"Luzerne County",PA,us-pa-079,"Part of county is shortage area"
Metropolitan,"Lycoming County",PA,us-pa-081,"Part of county is shortage area"
Metropolitan,"Mercer County",PA,us-pa-085,"Part of county is shortage area"
Metropolitan,"Monroe County",PA,us-pa-089,"Part of county is shortage area"
Metropolitan,"Montgomery County",PA,us-pa-091,"None of county is shortage area"
Metropolitan,"Montour County",PA,us-pa-093,"Part of county is shortage area"
Metropolitan,"Northampton County",PA,us-pa-095,"Part of county is shortage area"
Metropolitan,"Perry County",PA,us-pa-099,"Part of county is shortage area"
Metropolitan,"Philadelphia County",PA,us-pa-101,"Part of county is shortage area"
Metropolitan,"Pike County",PA,us-pa-103,"Whole county is shortage area"
Metropolitan,"Washington County",PA,us-pa-125,"Part of county is shortage area"
Metropolitan,"Westmoreland County",PA,us-pa-129,"Part of county is shortage area"
Metropolitan,"Wyoming County",PA,us-pa-131,"Part of county is shortage area"
Metropolitan,"York County",PA,us-pa-133,"Part of county is shortage area"
Metropolitan,"Bristol County",RI,us-ri-001,"Part of county is shortage area"
Metropolitan,"Kent County",RI,us-ri-003,"Whole county is shortage area"
Metropolitan,"Newport County",RI,us-ri-005,"Part of county is shortage area"
Metropolitan,"Providence County",RI,us-ri-007,"Part of county is shortage area"
Metropolitan,"Washington County",RI,us-ri-009,"Part of county is shortage area"
Metropolitan,"Aiken County",SC,us-sc-003,"Whole county is shortage area"
Metropolitan,"Anderson County",SC,us-sc-007,"Part of county is shortage area"
Metropolitan,"Beaufort County",SC,us-sc-013,"Part of county is shortage area"
Metropolitan,"Berkeley County",SC,us-sc-015,"Whole county is shortage area"
Metropolitan,"Calhoun County",SC,us-sc-017,"Whole county is shortage area"
Metropolitan,"Charleston County",SC,us-sc-019,"Whole county is shortage area"
Metropolitan,"Chester County",SC,us-sc-023,"Whole county is shortage area"
Metropolitan,"Clarendon County",SC,us-sc-027,"Whole county is shortage area"
Metropolitan,"Darlington County",SC,us-sc-031,"Whole county is shortage area"
Metropolitan,"Dorchester County",SC,us-sc-035,"Whole county is shortage area"
Metropolitan,"Edgefield County",SC,us-sc-037,"Whole county is shortage area"
Metropolitan,"Fairfield County",SC,us-sc-039,"Whole county is shortage area"
Metropolitan,"Florence County",SC,us-sc-041,"Part of county is shortage area"
Metropolitan,"Greenville County",SC,us-sc-045,"Whole county is shortage area"
Metropolitan,"Horry County",SC,us-sc-051,"Whole county is shortage area"
Metropolitan,"Jasper County",SC,us-sc-053,"Part of county is shortage area"
Metropolitan,"Kershaw County",SC,us-sc-055,"Whole county is shortage area"
Metropolitan,"Lancaster County",SC,us-sc-057,"Whole county is shortage area"
Metropolitan,"Laurens County",SC,us-sc-059,"Whole county is shortage area"
Metropolitan,"Lexington County",SC,us-sc-063,"Whole county is shortage area"
Metropolitan,"Pickens County",SC,us-sc-077,"Whole county is shortage area"
Metropolitan,"Richland County",SC,us-sc-079,"Whole county is shortage area"
Metropolitan,"Saluda County",SC,us-sc-081,"Whole county is shortage area"
Metropolitan,"Spartanburg County",SC,us-sc-083,"Whole county is shortage area"
Metropolitan,"Sumter County",SC,us-sc-085,"Whole county is shortage area"
Metropolitan,"York County",SC,us-sc-091,"Whole county is shortage area"
Metropolitan,"Lincoln County",SD,us-sd-083,"Part of county is shortage area"
Metropolitan,"McCook County",SD,us-sd-087,"Part of county is shortage area"
Metropolitan,"Meade County",SD,us-sd-093,"Whole county is shortage area"
Metropolitan,"Minnehaha County",SD,us-sd-099,"Part of county is shortage area"
Metropolitan,"Pennington County",SD,us-sd-103,"Part of county is shortage area"
Metropolitan,"Turner County",SD,us-sd-125,"Whole county is shortage area"
Metropolitan,"Union County",SD,us-sd-127,"Part of county is shortage area"
Metropolitan,"Anderson County",TN,us-tn-001,"Whole county is shortage area"
Metropolitan,"Blount County",TN,us-tn-009,"Whole county is shortage area"
Metropolitan,"Bradley County",TN,us-tn-011,"Whole county is shortage area"
Metropolitan,"Campbell County",TN,us-tn-013,"Whole county is shortage area"
Metropolitan,"Cannon County",TN,us-tn-015,"Whole county is shortage area"
Metropolitan,"Carter County",TN,us-tn-019,"Whole county is shortage area"
Metropolitan,"Cheatham County",TN,us-tn-021,"Whole county is shortage area"
Metropolitan,"Chester County",TN,us-tn-023,"Whole county is shortage area"
Metropolitan,"Crockett County",TN,us-tn-033,"Whole county is shortage area"
Metropolitan,"Davidson County",TN,us-tn-037,"Part of county is shortage area"
Metropolitan,"Dickson County",TN,us-tn-043,"Whole county is shortage area"
Metropolitan,"Fayette County",TN,us-tn-047,"Whole county is shortage area"
Metropolitan,"Gibson County",TN,us-tn-053,"Whole county is shortage area"
Metropolitan,"Grainger County",TN,us-tn-057,"Whole county is shortage area"
Metropolitan,"Hamblen County",TN,us-tn-063,"Whole county is shortage area"
Metropolitan,"Hamilton County",TN,us-tn-065,"Part of county is shortage area"
Metropolitan,"Hawkins County",TN,us-tn-073,"Part of county is shortage area"
Metropolitan,"Jefferson County",TN,us-tn-089,"Whole county is shortage area"
Metropolitan,"Knox County",TN,us-tn-093,"Part of county is shortage area"
Metropolitan,"Loudon County",TN,us-tn-105,"Whole county is shortage area"
Metropolitan,"Macon County",TN,us-tn-111,"Whole county is shortage area"
Metropolitan,"Madison County",TN,us-tn-113,"Part of county is shortage area"
Metropolitan,"Marion County",TN,us-tn-115,"Whole county is shortage area"
Metropolitan,"Maury County",TN,us-tn-119,"Whole county is shortage area"
Metropolitan,"Montgomery County",TN,us-tn-125,"Whole county is shortage area"
Metropolitan,"Morgan County",TN,us-tn-129,"Whole county is shortage area"
Metropolitan,"Polk County",TN,us-tn-139,"Whole county is shortage area"
Metropolitan,"Roane County",TN,us-tn-145,"Whole county is shortage area"
Metropolitan,"Robertson County",TN,us-tn-147,"Whole county is shortage area"
Metropolitan,"Rutherford County",TN,us-tn-149,"Whole county is shortage area"
Metropolitan,"Sequatchie County",TN,us-tn-153,"Whole county is shortage area"
Metropolitan,"Shelby County",TN,us-tn-157,"Part of county is shortage area"
Metropolitan,"Smith County",TN,us-tn-159,"Whole county is shortage area"
Metropolitan,"Stewart County",TN,us-tn-161,"Whole county is shortage area"
Metropolitan,"Sullivan County",TN,us-tn-163,"Whole county is shortage area"
Metropolitan,"Sumner County",TN,us-tn-165,"None of county is shortage area"
Metropolitan,"Tipton County",TN,us-tn-167,"Whole county is shortage area"
Metropolitan,"Trousdale County",TN,us-tn-169,"Whole county is shortage area"
Metropolitan,"Unicoi County",TN,us-tn-171,"Whole county is shortage area"
Metropolitan,"Union County",TN,us-tn-173,"Whole county is shortage area"
Metropolitan,"Washington County",TN,us-tn-179,"Part of county is shortage area"
Metropolitan,"Williamson County",TN,us-tn-187,"None of county is shortage area"
Metropolitan,"Wilson County",TN,us-tn-189,"Whole county is shortage area"
Metropolitan,"Archer County",TX,us-tx-009,"Whole county is shortage area"
Metropolitan,"Armstrong County",TX,us-tx-011,"Whole county is shortage area"
Metropolitan,"Atascosa County",TX,us-tx-013,"Whole county is shortage area"
Metropolitan,"Austin County",TX,us-tx-015,"Whole county is shortage area"
Metropolitan,"Bandera County",TX,us-tx-019,"Whole county is shortage area"
Metropolitan,"Bastrop County",TX,us-tx-021,"Whole county is shortage area"
Metropolitan,"Bell County",TX,us-tx-027,"Whole county is shortage area"
Metropolitan,"Bexar County",TX,us-tx-029,"Part of county is shortage area"
Metropolitan,"Bowie County",TX,us-tx-037,"Whole county is shortage area"
Metropolitan,"Brazoria County",TX,us-tx-039,"Part of county is shortage area"
Metropolitan,"Brazos County",TX,us-tx-041,"Part of county is shortage area"
Metropolitan,"Burleson County",TX,us-tx-051,"Whole county is shortage area"
Metropolitan,"Caldwell County",TX,us-tx-055,"Whole county is shortage area"
Metropolitan,"Callahan County",TX,us-tx-059,"None of county is shortage area"
Metropolitan,"Cameron County",TX,us-tx-061,"Part of county is shortage area"
Metropolitan,"Carson County",TX,us-tx-065,"Whole county is shortage area"
Metropolitan,"Chambers County",TX,us-tx-071,"Whole county is shortage area"
Metropolitan,"Clay County",TX,us-tx-077,"Whole county is shortage area"
Metropolitan,"Collin County",TX,us-tx-085,"Whole county is shortage area"
Metropolitan,"Comal County",TX,us-tx-091,"Part of county is shortage area"
Metropolitan,"Coryell County",TX,us-tx-099,"Whole county is shortage area"
Metropolitan,"Crosby County",TX,us-tx-107,"Whole county is shortage area"
Metropolitan,"Dallas County",TX,us-tx-113,"Part of county is shortage area"
Metropolitan,"Denton County",TX,us-tx-121,"Part of county is shortage area"
Metropolitan,"Ector County",TX,us-tx-135,"Whole county is shortage area"
Metropolitan,"El Paso County",TX,us-tx-141,"Part of county is shortage area"
Metropolitan,"Ellis County",TX,us-tx-139,"Whole county is shortage area"
Metropolitan,"Falls County",TX,us-tx-145,"Whole county is shortage area"
Metropolitan,"Fort Bend County",TX,us-tx-157,"None of county is shortage area"
Metropolitan,"Galveston County",TX,us-tx-167,"Part of county is shortage area"
Metropolitan,"Goliad County",TX,us-tx-175,"Whole county is shortage area"
Metropolitan,"Grayson County",TX,us-tx-181,"Whole county is shortage area"
Metropolitan,"Gregg County",TX,us-tx-183,"Whole county is shortage area"
Metropolitan,"Guadalupe County",TX,us-tx-187,"Whole county is shortage area"
Metropolitan,"Hardin County",TX,us-tx-199,"Whole county is shortage area"
Metropolitan,"Harris County",TX,us-tx-201,"Part of county is shortage area"
Metropolitan,"Harrison County",TX,us-tx-203,"Whole county is shortage area"
Metropolitan,"Hays County",TX,us-tx-209,"Whole county is shortage area"
Metropolitan,"Hidalgo County",TX,us-tx-215,"Part of county is shortage area"
Metropolitan,"Hudspeth County",TX,us-tx-229,"Whole county is shortage area"
Metropolitan,"Hunt County",TX,us-tx-231,"Whole county is shortage area"
Metropolitan,"Irion County",TX,us-tx-235,"Whole county is shortage area"
Metropolitan,"Jefferson County",TX,us-tx-245,"Part of county is shortage area"
Metropolitan,"Johnson County",TX,us-tx-251,"Whole county is shortage area"
Metropolitan,"Jones County",TX,us-tx-253,"Whole county is shortage area"
Metropolitan,"Kaufman County",TX,us-tx-257,"Whole county is shortage area"
Metropolitan,"Kendall County",TX,us-tx-259,"Whole county is shortage area"
Metropolitan,"Lampasas County",TX,us-tx-281,"Whole county is shortage area"
Metropolitan,"Liberty County",TX,us-tx-291,"Whole county is shortage area"
Metropolitan,"Lubbock County",TX,us-tx-303,"Part of county is shortage area"
Metropolitan,"Lynn County",TX,us-tx-305,"Whole county is shortage area"
Metropolitan,"Martin County",TX,us-tx-317,"Whole county is shortage area"
Metropolitan,"McLennan County",TX,us-tx-309,"Whole county is shortage area"
Metropolitan,"Medina County",TX,us-tx-325,"Whole county is shortage area"
Metropolitan,"Midland County",TX,us-tx-329,"Whole county is shortage area"
Metropolitan,"Montgomery County",TX,us-tx-339,"Part of county is shortage area"
Metropolitan,"Nueces County",TX,us-tx-355,"Part of county is shortage area"
Metropolitan,"Oldham County",TX,us-tx-359,"Whole county is shortage area"
Metropolitan,"Orange County",TX,us-tx-361,"Whole county is shortage area"
Metropolitan,"Parker County",TX,us-tx-367,"Whole county is shortage area"
Metropolitan,"Potter County",TX,us-tx-375,"Part of county is shortage area"
Metropolitan,"Randall County",TX,us-tx-381,"Part of county is shortage area"
Metropolitan,"Robertson County",TX,us-tx-395,"Whole county is shortage area"
Metropolitan,"Rockwall County",TX,us-tx-397,"None of county is shortage area"
Metropolitan,"Rusk County",TX,us-tx-401,"Whole county is shortage area"
Metropolitan,"San Patricio County",TX,us-tx-409,"Whole county is shortage area"
Metropolitan,"Smith County",TX,us-tx-423,"Part of county is shortage area"
Metropolitan,"Sterling County",TX,us-tx-431,"Whole county is shortage area"
Metropolitan,"Tarrant County",TX,us-tx-439,"Part of county is shortage area"
Metropolitan,"Taylor County",TX,us-tx-441,"Whole county is shortage area"
Metropolitan,"Tom Green County",TX,us-tx-451,"Whole county is shortage area"
Metropolitan,"Travis County",TX,us-tx-453,"Part of county is shortage area"
Metropolitan,"Upshur County",TX,us-tx-459,"Part of county is shortage area"
Metropolitan,"Victoria County",TX,us-tx-469,"Whole county is shortage area"
Metropolitan,"Waller County",TX,us-tx-473,"Whole county is shortage area"
Metropolitan,"Webb County",TX,us-tx-479,"Part of county is shortage area"
Metropolitan,"Wichita County",TX,us-tx-485,"Whole county is shortage area"
Metropolitan,"Williamson County",TX,us-tx-491,"None of county is shortage area"
Metropolitan,"Wilson County",TX,us-tx-493,"Whole county is shortage area"
Metropolitan,"Wise County",TX,us-tx-497,"Whole county is shortage area"
Metropolitan,"Box Elder County",UT,us-ut-003,"Whole county is shortage area"
Metropolitan,"Cache County",UT,us-ut-005,"Whole county is shortage area"
Metropolitan,"Davis County",UT,us-ut-011,"Part of county is shortage area"
Metropolitan,"Juab County",UT,us-ut-023,"Part of county is shortage area"
Metropolitan,"Morgan County",UT,us-ut-029,"Part of county is shortage area"
Metropolitan,"Salt Lake County",UT,us-ut-035,"Part of county is shortage area"
Metropolitan,"Tooele County",UT,us-ut-045,"Whole county is shortage area"
Metropolitan,"Utah County",UT,us-ut-049,"Part of county is shortage area"
Metropolitan,"Washington County",UT,us-ut-053,"Whole county is shortage area"
Metropolitan,"Weber County",UT,us-ut-057,"Part of county is shortage area"
Metropolitan,"Albemarle County",VA,us-va-003,"None of county is shortage area"
Metropolitan,"Alexandria City",VA,us-va-510,"Part of county is shortage area"
Metropolitan,"Amelia County",VA,us-va-007,"Whole county is shortage area"
Metropolitan,"Amherst County",VA,us-va-009,"Whole county is shortage area"
Metropolitan,"Appomattox County",VA,us-va-011,"Whole county is shortage area"
Metropolitan,"Arlington County",VA,us-va-013,"Part of county is shortage area"
Metropolitan,"Augusta County",VA,us-va-015,"None of county is shortage area"
Metropolitan,"Bedford County",VA,us-va-019,"Whole county is shortage area"
Metropolitan,"Botetourt County",VA,us-va-023,"Part of county is shortage area"
Metropolitan,"Bristol City",VA,us-va-520,"Whole county is shortage area"
Metropolitan,"Campbell County",VA,us-va-031,"Whole county is shortage area"
Metropolitan,"Charles City County",VA,us-va-036,"Whole county is shortage area"
Metropolitan,"Charlottesville City",VA,us-va-540,"None of county is shortage area"
Metropolitan,"Chesapeake City",VA,us-va-550,"Part of county is shortage area"
Metropolitan,"Chesterfield County",VA,us-va-041,"None of county is shortage area"
Metropolitan,"Clarke County",VA,us-va-043,"None of county is shortage area"
Metropolitan,"Colonial Heights City",VA,us-va-570,"None of county is shortage area"
Metropolitan,"Craig County",VA,us-va-045,"Whole county is shortage area"
Metropolitan,"Culpeper County",VA,us-va-047,"Whole county is shortage area"
Metropolitan,"Dinwiddie County",VA,us-va-053,"Whole county is shortage area"
Metropolitan,"Fairfax City",VA,us-va-600,"None of county is shortage area"
Metropolitan,"Fairfax County",VA,us-va-059,"Part of county is shortage area"
Metropolitan,"Falls Church City",VA,us-va-610,"None of county is shortage area"
Metropolitan,"Fauquier County",VA,us-va-061,"None of county is shortage area"
Metropolitan,"Fluvanna County",VA,us-va-065,"Part of county is shortage area"
Metropolitan,"Franklin City",VA,us-va-620,"Whole county is shortage area"
Metropolitan,"Franklin County",VA,us-va-067,"Whole county is shortage area"
Metropolitan,"Frederick County",VA,us-va-069,"Whole county is shortage area"
Metropolitan,"Fredericksburg City",VA,us-va-630,"None of county is shortage area"
Metropolitan,"Giles County",VA,us-va-071,"Whole county is shortage area"
Metropolitan,"Gloucester County",VA,us-va-073,"Whole county is shortage area"
Metropolitan,"Goochland County",VA,us-va-075,"Part of county is shortage area"
Metropolitan,"Greene County",VA,us-va-079,"Whole county is shortage area"
Metropolitan,"Hampton City",VA,us-va-650,"Part of county is shortage area"
Metropolitan,"Hanover County",VA,us-va-085,"Whole county is shortage area"
Metropolitan,"Harrisonburg City",VA,us-va-660,"None of county is shortage area"
Metropolitan,"Henrico County",VA,us-va-087,"Part of county is shortage area"
Metropolitan,"Hopewell City",VA,us-va-670,"Whole county is shortage area"
Metropolitan,"Isle of Wight County",VA,us-va-093,"Whole county is shortage area"
Metropolitan,"James City County",VA,us-va-095,"None of county is shortage area"
Metropolitan,"King and Queen County",VA,us-va-097,"Whole county is shortage area"
Metropolitan,"King William County",VA,us-va-101,"Whole county is shortage area"
Metropolitan,"Loudoun County",VA,us-va-107,"None of county is shortage area"
Metropolitan,"Lynchburg City",VA,us-va-680,"Part of county is shortage area"
Metropolitan,"Madison County",VA,us-va-113,"Whole county is shortage area"
Metropolitan,"Manassas City",VA,us-va-683,"Whole county is shortage area"
Metropolitan,"Manassas Park City",VA,us-va-685,"Whole county is shortage area"
Metropolitan,"Mathews County",VA,us-va-115,"Whole county is shortage area"
Metropolitan,"Montgomery County",VA,us-va-121,"None of county is shortage area"
Metropolitan,"Nelson County",VA,us-va-125,"Whole county is shortage area"
Metropolitan,"New Kent County",VA,us-va-127,"Whole county is shortage area"
Metropolitan,"Newport News City",VA,us-va-700,"Part of county is shortage area"
Metropolitan,"Norfolk City",VA,us-va-710,"Part of county is shortage area"
Metropolitan,"Petersburg City",VA,us-va-730,"Whole county is shortage area"
Metropolitan,"Poquoson City",VA,us-va-735,"None of county is shortage area"
Metropolitan,"Portsmouth City",VA,us-va-740,"Part of county is shortage area"
Metropolitan,"Powhatan County",VA,us-va-145,"Whole county is shortage area"
Metropolitan,"Prince George County",VA,us-va-149,"Whole county is shortage area"
Metropolitan,"Prince William County",VA,us-va-153,"Whole county is shortage area"
Metropolitan,"Pulaski County",VA,us-va-155,"None of county is shortage area"
Metropolitan,"Radford City",VA,us-va-750,"None of county is shortage area"
Metropolitan,"Rappahannock County",VA,us-va-157,"Whole county is shortage area"
Metropolitan,"Richmond City",VA,us-va-760,"Part of county is shortage area"
Metropolitan,"Roanoke City",VA,us-va-770,"Whole county is shortage area"
Metropolitan,"Roanoke County",VA,us-va-161,"None of county is shortage area"
Metropolitan,"Rockingham County",VA,us-va-165,"None of county is shortage area"
Metropolitan,"Salem City",VA,us-va-775,"None of county is shortage area"
Metropolitan,"Scott County",VA,us-va-169,"Whole county is shortage area"
Metropolitan,"Southampton County",VA,us-va-175,"Whole county is shortage area"
Metropolitan,"Spotsylvania County",VA,us-va-177,"None of county is shortage area"
Metropolitan,"Stafford County",VA,us-va-179,"Whole county is shortage area"
Metropolitan,"Staunton City",VA,us-va-790,"None of county is shortage area"
Metropolitan,"Suffolk City",VA,us-va-800,"Part of county is shortage area"
Metropolitan,"Sussex County",VA,us-va-183,"Whole county is shortage area"
Metropolitan,"Virginia Beach City",VA,us-va-810,"Part of county is shortage area"
Metropolitan,"Warren County",VA,us-va-187,"Whole county is shortage area"
Metropolitan,"Washington County",VA,us-va-191,"Part of county is shortage area"
Metropolitan,"Waynesboro City",VA,us-va-820,"None of county is shortage area"
Metropolitan,"Williamsburg City",VA,us-va-830,"None of county is shortage area"
Metropolitan,"Winchester City",VA,us-va-840,"Whole county is shortage area"
Metropolitan,"York County",VA,us-va-199,"None of county is shortage area"
Metropolitan,"Chittenden County",VT,us-vt-007,"None of county is shortage area"
Metropolitan,"Franklin County",VT,us-vt-011,"Part of county is shortage area"
Metropolitan,"Grand Isle County",VT,us-vt-013,"Whole county is shortage area"
Metropolitan,"Asotin County",WA,us-wa-003,"Whole county is shortage area"
Metropolitan,"Benton County",WA,us-wa-005,"Whole county is shortage area"
Metropolitan,"Chelan County",WA,us-wa-007,"Whole county is shortage area"
Metropolitan,"Clark County",WA,us-wa-011,"Part of county is shortage area"
Metropolitan,"Cowlitz County",WA,us-wa-015,"Whole county is shortage area"
Metropolitan,"Douglas County",WA,us-wa-017,"Whole county is shortage area"
Metropolitan,"Franklin County",WA,us-wa-021,"Whole county is shortage area"
Metropolitan,"King County",WA,us-wa-033,"Part of county is shortage area"
Metropolitan,"Kitsap County",WA,us-wa-035,"Part of county is shortage area"
Metropolitan,"Pierce County",WA,us-wa-053,"Part of county is shortage area"
Metropolitan,"Skagit County",WA,us-wa-057,"Whole county is shortage area"
Metropolitan,"Skamania County",WA,us-wa-059,"Whole county is shortage area"
Metropolitan,"Snohomish County",WA,us-wa-061,"Part of county is shortage area"
Metropolitan,"Spokane County",WA,us-wa-063,"Part of county is shortage area"
Metropolitan,"Stevens County",WA,us-wa-065,"Whole county is shortage area"
Metropolitan,"Thurston County",WA,us-wa-067,"Part of county is shortage area"
Metropolitan,"Walla Walla County",WA,us-wa-071,"Whole county is shortage area"
Metropolitan,"Whatcom County",WA,us-wa-073,"Whole county is shortage area"
Metropolitan,"Yakima County",WA,us-wa-077,"Whole county is shortage area"
Metropolitan,"Brown County",WI,us-wi-009,"Part of county is shortage area"
Metropolitan,"Calumet County",WI,us-wi-015,"Part of county is shortage area"
Metropolitan,"Chippewa County",WI,us-wi-017,"Part of county is shortage area"
Metropolitan,"Columbia County",WI,us-wi-021,"Part of county is shortage area"
Metropolitan,"Dane County",WI,us-wi-025,"Part of county is shortage area"
Metropolitan,"Douglas County",WI,us-wi-031,"Whole county is shortage area"
Metropolitan,"Eau Claire County",WI,us-wi-035,"Part of county is shortage area"
Metropolitan,"Fond du Lac County",WI,us-wi-039,"Part of county is shortage area"
Metropolitan,"Green County",WI,us-wi-045,"Part of county is shortage area"
Metropolitan,"Iowa County",WI,us-wi-049,"Part of county is shortage area"
Metropolitan,"Kenosha County",WI,us-wi-059,"Part of county is shortage area"
Metropolitan,"Kewaunee County",WI,us-wi-061,"Part of county is shortage area"
Metropolitan,"La Crosse County",WI,us-wi-063,"Part of county is shortage area"
Metropolitan,"Lincoln County",WI,us-wi-069,"Part of county is shortage area"
Metropolitan,"Marathon County",WI,us-wi-073,"Part of county is shortage area"
Metropolitan,"Milwaukee County",WI,us-wi-079,"Part of county is shortage area"
Metropolitan,"Oconto County",WI,us-wi-083,"Whole county is shortage area"
Metropolitan,"Outagamie County",WI,us-wi-087,"Part of county is shortage area"
Metropolitan,"Ozaukee County",WI,us-wi-089,"None of county is shortage area"
Metropolitan,"Pierce County",WI,us-wi-093,"Part of county is shortage area"
Metropolitan,"Racine County",WI,us-wi-101,"Part of county is shortage area"
Metropolitan,"Rock County",WI,us-wi-105,"Whole county is shortage area"
Metropolitan,"Sheboygan County",WI,us-wi-117,"Part of county is shortage area"
Metropolitan,"St. Croix County",WI,us-wi-109,"Part of county is shortage area"
Metropolitan,"Washington County",WI,us-wi-131,"None of county is shortage area"
Metropolitan,"Waukesha County",WI,us-wi-133,"Part of county is shortage area"
Metropolitan,"Winnebago County",WI,us-wi-139,"None of county is shortage area"
Metropolitan,"Berkeley County",WV,us-wv-003,"Whole county is shortage area"
Metropolitan,"Boone County",WV,us-wv-005,"Whole county is shortage area"
Metropolitan,"Brooke County",WV,us-wv-009,"Whole county is shortage area"
Metropolitan,"Cabell County",WV,us-wv-011,"Whole county is shortage area"
Metropolitan,"Clay County",WV,us-wv-015,"Whole county is shortage area"
Metropolitan,"Fayette County",WV,us-wv-019,"Part of county is shortage area"
Metropolitan,"Hampshire County",WV,us-wv-027,"Part of county is shortage area"
Metropolitan,"Hancock County",WV,us-wv-029,"Whole county is shortage area"
Metropolitan,"Jackson County",WV,us-wv-035,"Whole county is shortage area"
Metropolitan,"Jefferson County",WV,us-wv-037,"Whole county is shortage area"
Metropolitan,"Kanawha County",WV,us-wv-039,"Part of county is shortage area"
Metropolitan,"Lincoln County",WV,us-wv-043,"Whole county is shortage area"
Metropolitan,"Marshall County",WV,us-wv-051,"Part of county is shortage area"
Metropolitan,"Mineral County",WV,us-wv-057,"Whole county is shortage area"
Metropolitan,"Monongalia County",WV,us-wv-061,"Part of county is shortage area"
Metropolitan,"Morgan County",WV,us-wv-065,"Whole county is shortage area"
Metropolitan,"Ohio County",WV,us-wv-069,"None of county is shortage area"
Metropolitan,"Preston County",WV,us-wv-077,"Whole county is shortage area"
Metropolitan,"Putnam County",WV,us-wv-079,"Part of county is shortage area"
Metropolitan,"Raleigh County",WV,us-wv-081,"Part of county is shortage area"
Metropolitan,"Wayne County",WV,us-wv-099,"Whole county is shortage area"
Metropolitan,"Wirt County",WV,us-wv-105,"Whole county is shortage area"
Metropolitan,"Wood County",WV,us-wv-107,"Whole county is shortage area"
Metropolitan,"Laramie County",WY,us-wy-021,"Part of county is shortage area"
Metropolitan,"Natrona County",WY,us-wy-025,"Part of county is shortage area"
Nonmetropolitan,"Aleutians East Borough",AK,us-ak-013,"Whole county is shortage area"
Nonmetropolitan,"Aleutians West Census Area",AK,us-ak-016,"Whole county is shortage area"
Nonmetropolitan,"Bethel Census Area",AK,us-ak-050,"Whole county is shortage area"
Nonmetropolitan,"Bristol Bay Borough",AK,us-ak-060,"Whole county is shortage area"
Nonmetropolitan,"Chugach Census Area",AK,us-ak-063,"None of county is shortage area"
Nonmetropolitan,"Copper River Census Area",AK,us-ak-066,"None of county is shortage area"
Nonmetropolitan,"Denali Borough",AK,us-ak-068,"Whole county is shortage area"
