January 2016 - December 2019 Contiguous U.S. County Average Temperature,,,,,,,
Units: Degrees Fahrenheit,,,,,,,
Missing: -99,,,,,,,
Period of Record: 125 Years,,,,,,,
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean,
KS-111,Lyon County,Kansas,56.1,120,1.8,54.3,
KS-113,McPherson County,Kansas,56.8,122,2.1,54.7,
KS-115,Marion County,Kansas,56.6,121,2,54.6,
KS-117,Marshall County,Kansas,53.6,112,1.4,52.3,
KS-119,Meade County,Kansas,57.1,108,1.2,55.9,
KS-121,Miami County,Kansas,56.1,119,1.4,54.7,
KS-123,Mitchell County,Kansas,54.3,107,1.2,53.1,
KS-125,Montgomery County,Kansas,58.7,110,0.9,57.8,
KS-127,Morris County,Kansas,55.8,123,2,53.8,
KS-129,Morton County,Kansas,56.2,108,1.2,55,
KS-131,Nemaha County,Kansas,53.4,117,1.4,52,
KS-133,Neosho County,Kansas,57.7,111,0.9,56.7,
KS-135,Ness County,Kansas,55,101,1.1,53.9,
KS-137,Norton County,Kansas,52.6,95,1,51.6,
KS-139,Osage County,Kansas,56.5,123,2.2,54.3,
KS-141,Osborne County,Kansas,54.2,101,1.1,53.1,
KS-143,Ottawa County,Kansas,55.9,122,2.1,53.8,
KS-145,Pawnee County,Kansas,55.2,94,0.8,54.4,
KS-147,Phillips County,Kansas,53.1,95,0.9,52.2,
KS-149,Pottawatomie County,Kansas,54.8,120,1.6,53.2,
KS-151,Pratt County,Kansas,56.2,97,0.9,55.4,
KS-153,Rawlins County,Kansas,52.4,104,1.4,51,
KS-155,Reno County,Kansas,56.7,111,1.1,55.5,
KS-157,Republic County,Kansas,53.5,115,1.5,52,
KS-159,Rice County,Kansas,56,108,1.2,54.8,
KS-161,Riley County,Kansas,55.4,121,1.8,53.6,
KS-163,Rooks County,Kansas,54.1,98,1,53.1,
KS-165,Rush County,Kansas,54.9,95,1,54,
KS-167,Russell County,Kansas,55.3,111,1.4,53.9,
KS-169,Saline County,Kansas,57,123,2.5,54.5,
KS-171,Scott County,Kansas,54.4,118,1.8,52.6,
KS-173,Sedgwick County,Kansas,57.9,117,1.7,56.2,
KS-175,Seward County,Kansas,56.7,109,1.3,55.4,
KS-177,Shawnee County,Kansas,56,123,2.1,53.9,
KS-179,Sheridan County,Kansas,53.4,109,1.6,51.8,
KS-181,Sherman County,Kansas,52.5,113,2,50.5,
KS-183,Smith County,Kansas,53.1,101,0.9,52.2,
KS-185,Stafford County,Kansas,55.5,93,0.7,54.8,
KS-187,Stanton County,Kansas,55.5,101,1.1,54.4,
KS-189,Stevens County,Kansas,56.3,108,1.3,55,
KS-191,Sumner County,Kansas,58.6,114,1.4,57.1,
KS-193,Thomas County,Kansas,52.7,106,1.5,51.2,
KS-195,Trego County,Kansas,54.3,100,1.1,53.2,
KS-197,Wabaunsee County,Kansas,55.5,121,1.9,53.7,
KS-199,Wallace County,Kansas,53.1,110,1.7,51.4,
KS-201,Washington County,Kansas,53.8,114,1.5,52.3,
KS-203,Wichita County,Kansas,53.9,113,1.7,52.3,
KS-205,Wilson County,Kansas,58,112,1.1,56.9,
KS-207,Woodson County,Kansas,57.3,114,1.4,55.9,
KS-209,Wyandotte County,Kansas,56,123,1.9,54.1,
KY-001,Adair County,Kentucky,58.3,125,2.7,55.6,
KY-003,Allen County,Kentucky,59.1,125,1.9,57.2,
KY-005,Anderson County,Kentucky,57.1,125,2.6,54.6,
KY-007,Ballard County,Kentucky,59.3,125,2.1,57.2,
KY-009,Barren County,Kentucky,58.7,125,1.9,56.8,
KY-011,Bath County,Kentucky,56,124,1.6,54.4,
KY-013,Bell County,Kentucky,55.9,120,1.2,54.6,
KY-015,Boone County,Kentucky,56,125,2.7,53.3,
KY-017,Bourbon County,Kentucky,56.3,125,2.4,53.9,
KY-019,Boyd County,Kentucky,56.7,125,2.6,54.1,
KY-021,Boyle County,Kentucky,56.7,125,2,54.7,
KY-023,Bracken County,Kentucky,55.6,125,2.2,53.4,
KY-025,Breathitt County,Kentucky,57.3,125,1.7,55.6,
KY-027,Breckinridge County,Kentucky,57.1,124,1.8,55.4,
KY-029,Bullitt County,Kentucky,57.7,125,2.3,55.4,
KY-031,Butler County,Kentucky,58.9,125,2.2,56.7,
KY-033,Caldwell County,Kentucky,58.7,122,1.6,57.1,
KY-035,Calloway County,Kentucky,59.6,125,1.7,57.9,
KY-037,Campbell County,Kentucky,56,125,2.3,53.6,
KY-039,Carlisle County,Kentucky,59.4,125,2,57.5,
KY-041,Carroll County,Kentucky,57.2,125,3,54.2,
KY-043,Carter County,Kentucky,55.7,125,2.1,53.6,
KY-045,Casey County,Kentucky,57.2,125,2.4,54.8,
KY-047,Christian County,Kentucky,59.4,125,2.1,57.3,
KY-049,Clark County,Kentucky,56.7,125,2.3,54.4,
KY-051,Clay County,Kentucky,57.3,125,2,55.3,
KY-053,Clinton County,Kentucky,58.8,125,2.9,55.9,
KY-055,Crittenden County,Kentucky,58.3,122,1.6,56.8,
KY-057,Cumberland County,Kentucky,59.2,125,2.6,56.6,
KY-059,Daviess County,Kentucky,57.7,123,1.5,56.2,
KY-061,Edmonson County,Kentucky,58.8,125,2.3,56.5,
KY-063,Elliott County,Kentucky,55.8,125,1.8,54,
KY-065,Estill County,Kentucky,57.2,125,1.8,55.4,
KY-067,Fayette County,Kentucky,56.8,125,2.7,54.1,
KY-069,Fleming County,Kentucky,55.4,123,1.6,53.8,
KY-071,Floyd County,Kentucky,57.6,125,1.9,55.6,
KY-073,Franklin County,Kentucky,57.3,125,2.8,54.5,
KY-075,Fulton County,Kentucky,59.5,123,1.3,58.2,
KY-077,Gallatin County,Kentucky,57,125,3,54,
KY-079,Garrard County,Kentucky,57,125,2.1,54.9,
KY-081,Grant County,Kentucky,56.4,125,2.7,53.7,
KY-083,Graves County,Kentucky,59.4,125,1.8,57.6,
KY-085,Grayson County,Kentucky,58,125,2.3,55.6,
KY-087,Green County,Kentucky,58.1,125,2.1,56,
KY-089,Greenup County,Kentucky,56,125,2.5,53.5,
KY-091,Hancock County,Kentucky,56.8,111,0.9,55.9,
KY-093,Hardin County,Kentucky,57.3,125,2.1,55.2,
KY-095,Harlan County,Kentucky,54.7,122,1.2,53.5,
KY-097,Harrison County,Kentucky,56.3,125,2.4,53.9,
KY-099,Hart County,Kentucky,58.2,125,2.1,56.1,
KY-101,Henderson County,Kentucky,57.9,122,1.4,56.5,
KY-103,Henry County,Kentucky,57,125,2.9,54.1,
KY-105,Hickman County,Kentucky,59.4,125,1.6,57.8,
KY-107,Hopkins County,Kentucky,59,125,2,57,
KY-109,Jackson County,Kentucky,56.6,125,1.9,54.7,
KY-111,Jefferson County,Kentucky,57.9,125,2.6,55.3,
KY-113,Jessamine County,Kentucky,57.1,125,2.6,54.5,
KY-115,Johnson County,Kentucky,57,125,2.2,54.9,
KY-117,Kenton County,Kentucky,55.9,125,2.5,53.4,
KY-119,Knott County,Kentucky,56.8,125,1.7,55,
KY-121,Knox County,Kentucky,57.1,125,1.8,55.3,
KY-123,Larue County,Kentucky,57.2,125,1.9,55.3,
KY-125,Laurel County,Kentucky,57.3,125,2.2,55.1,
KY-127,Lawrence County,Kentucky,56.9,125,2.4,54.4,
KY-129,Lee County,Kentucky,57.2,124,1.6,55.6,
KY-131,Leslie County,Kentucky,56.6,124,1.6,54.9,
KY-133,Letcher County,Kentucky,55.8,124,1.5,54.3,
KY-135,Lewis County,Kentucky,55.3,125,1.9,53.4,
KY-137,Lincoln County,Kentucky,56.7,125,2.1,54.6,
KY-139,Livingston County,Kentucky,58.8,125,1.7,57,
KY-141,Logan County,Kentucky,59.1,125,1.9,57.2,
KY-143,Lyon County,Kentucky,59.1,124,1.6,57.5,
KY-145,McCracken County,Kentucky,59.4,125,2.2,57.2,
KY-147,McCreary County,Kentucky,57.6,125,2.4,55.1,
KY-149,McLean County,Kentucky,58.6,125,2,56.6,
KY-151,Madison County,Kentucky,57.2,125,2.1,55.1,
KY-153,Magoffin County,Kentucky,56.9,125,1.9,55,
KY-155,Marion County,Kentucky,57.2,125,2,55.2,
KY-157,Marshall County,Kentucky,59.6,125,1.8,57.7,
KY-159,Martin County,Kentucky,57.6,125,2.2,55.3,
KY-161,Mason County,Kentucky,55.3,125,2,53.3,
KY-163,Meade County,Kentucky,56.9,124,1.9,55.1,
KY-165,Menifee County,Kentucky,55.9,121,1.4,54.5,
KY-167,Mercer County,Kentucky,57,125,2.3,54.7,
KY-169,Metcalfe County,Kentucky,58.2,125,2.1,56,
KY-171,Monroe County,Kentucky,58.6,125,1.9,56.7,
KY-173,Montgomery County,Kentucky,56.3,125,2.1,54.2,
KY-175,Morgan County,Kentucky,56.2,125,1.6,54.6,
KY-177,Muhlenberg County,Kentucky,59,125,2,57,
KY-179,Nelson County,Kentucky,57.4,125,2.1,55.3,
KY-181,Nicholas County,Kentucky,55.9,125,2.1,53.8,
KY-183,Ohio County,Kentucky,58.3,125,2.1,56.2,
KY-185,Oldham County,Kentucky,57,125,2.7,54.3,
KY-187,Owen County,Kentucky,57,125,2.9,54,
KY-189,Owsley County,Kentucky,57.4,125,1.8,55.6,
KY-191,Pendleton County,Kentucky,56.2,125,2.4,53.8,
KY-193,Perry County,Kentucky,56.9,124,1.6,55.3,
KY-195,Pike County,Kentucky,57.5,125,2,55.5,
KY-197,Powell County,Kentucky,56.7,125,1.7,55,
KY-199,Pulaski County,Kentucky,57.8,125,2.6,55.2,
KY-201,Robertson County,Kentucky,55.8,125,2.2,53.6,
KY-203,Rockcastle County,Kentucky,56.8,125,2.1,54.8,
KY-205,Rowan County,Kentucky,55.2,117,1.1,54.1,
KY-207,Russell County,Kentucky,58.5,125,2.9,55.5,
KY-209,Scott County,Kentucky,56.7,125,2.8,54,
KY-211,Shelby County,Kentucky,56.9,125,2.6,54.3,
KY-213,Simpson County,Kentucky,59.2,125,2,57.2,
KY-215,Spencer County,Kentucky,57.3,125,2.4,54.9,
KY-217,Taylor County,Kentucky,57.5,125,2.2,55.4,
KY-219,Todd County,Kentucky,59.3,125,2.2,57.2,
KY-221,Trigg County,Kentucky,59.4,125,1.8,57.6,
KY-223,Trimble County,Kentucky,56.9,125,2.8,54,
KY-225,Union County,Kentucky,58,120,1.4,56.6,
KY-227,Warren County,Kentucky,59.4,125,2.3,57.1,
KY-229,Washington County,Kentucky,57,125,2.1,54.9,
KY-231,Wayne County,Kentucky,58.3,125,2.9,55.4,
KY-233,Webster County,Kentucky,58.4,123,1.7,56.8,
KY-235,Whitley County,Kentucky,57.3,125,1.9,55.4,
KY-237,Wolfe County,Kentucky,56.6,125,1.5,55.1,
KY-239,Woodford County,Kentucky,57.2,125,2.8,54.4,
LA-001,Acadia Parish,Louisiana,69.3,124,1.3,68,
LA-003,Allen Parish,Louisiana,68.1,117,0.9,67.2,
LA-005,Ascension Parish,Louisiana,69.6,124,2,67.6,
LA-007,Assumption Parish,Louisiana,70.4,124,2.4,68,
LA-009,Avoyelles Parish,Louisiana,68,124,1.3,66.7,
LA-011,Beauregard Parish,Louisiana,68.3,124,1.6,66.7,
LA-013,Bienville Parish,Louisiana,66.5,125,2.5,64,
LA-015,Bossier Parish,Louisiana,66.6,125,2.4,64.3,
LA-017,Caddo Parish,Louisiana,66.8,125,2.1,64.7,
LA-019,Calcasieu Parish,Louisiana,69.6,124,1.9,67.7,
LA-021,Caldwell Parish,Louisiana,66.3,124,1.6,64.8,
LA-023,Cameron Parish,Louisiana,70.3,125,1.9,68.4,
LA-025,Catahoula Parish,Louisiana,66.9,124,1.2,65.7,
LA-027,Claiborne Parish,Louisiana,65.3,125,1.8,63.5,
LA-029,Concordia Parish,Louisiana,67.2,124,1.1,66,
LA-031,De Soto Parish,Louisiana,66.7,124,1.9,64.8,
LA-033,East Baton Rouge Parish,Louisiana,68.9,124,1.8,67.1,
LA-035,East Carroll Parish,Louisiana,66.2,124,2.1,64.1,
LA-037,East Feliciana Parish,Louisiana,68.2,124,1.9,66.3,
LA-039,Evangeline Parish,Louisiana,68.4,123,1.2,67.2,
LA-041,Franklin Parish,Louisiana,66.5,124,1.5,65,
LA-043,Grant Parish,Louisiana,67,124,1.4,65.6,
LA-045,Iberia Parish,Louisiana,69.9,124,1.8,68.1,
LA-047,Iberville Parish,Louisiana,69.4,123,1.8,67.6,
LA-049,Jackson Parish,Louisiana,66.1,124,2.3,63.9,
LA-051,Jefferson Parish,Louisiana,70.7,124,2,68.7,
LA-053,Jefferson Davis Parish,Louisiana,69.2,120,1.1,68.1,
LA-055,Lafayette Parish,Louisiana,69.6,124,1.8,67.8,
LA-057,Lafourche Parish,Louisiana,71.1,124,2.3,68.8,
LA-059,La Salle Parish,Louisiana,66.9,124,1.4,65.5,
LA-061,Lincoln Parish,Louisiana,65.8,125,2.3,63.5,
LA-063,Livingston Parish,Louisiana,69,123,1.9,67.1,
LA-065,Madison Parish,Louisiana,66.8,124,2.2,64.6,
LA-067,Morehouse Parish,Louisiana,65.8,125,2,63.8,
LA-069,Natchitoches Parish,Louisiana,67.3,124,1.9,65.4,
LA-071,Orleans Parish,Louisiana,70.2,124,2.1,68.1,
LA-073,Ouachita Parish,Louisiana,65.8,125,1.6,64.2,
LA-075,Plaquemines Parish,Louisiana,70.9,124,2,68.9,
LA-077,Pointe Coupee Parish,Louisiana,68.7,125,1.6,67.1,
LA-079,Rapides Parish,Louisiana,67.8,124,1.5,66.3,
LA-081,Red River Parish,Louisiana,67.1,125,2.4,64.7,
LA-083,Richland Parish,Louisiana,66.2,124,1.6,64.5,
LA-085,Sabine Parish,Louisiana,67,124,1.9,65.1,
LA-087,St. Bernard Parish,Louisiana,70.2,124,2,68.2,
LA-089,St. Charles Parish,Louisiana,70.6,125,2.1,68.4,
LA-091,St. Helena Parish,Louisiana,68.2,123,2.3,65.9,
LA-093,St. James Parish,Louisiana,70.1,123,2.2,67.9,
LA-095,St. John the Baptist Parish,Louisiana,70.1,125,2.2,67.9,
LA-097,St. Landry Parish,Louisiana,68.8,124,1.5,67.3,
LA-099,St. Martin Parish,Louisiana,69.7,124,1.9,67.8,
LA-101,St. Mary Parish,Louisiana,70.5,124,2.3,68.2,
LA-103,St. Tammany Parish,Louisiana,69,123,2.2,66.8,
LA-105,Tangipahoa Parish,Louisiana,68.7,125,2.3,66.4,
LA-107,Tensas Parish,Louisiana,66.7,124,1.4,65.3,
LA-109,Terrebonne Parish,Louisiana,71.6,125,2.8,68.8,
LA-111,Union Parish,Louisiana,65.7,125,2.1,63.6,
LA-113,Vermilion Parish,Louisiana,70.2,124,1.8,68.4,
LA-115,Vernon Parish,Louisiana,67.6,124,1.8,65.8,
LA-117,Washington Parish,Louisiana,68,124,2.1,65.9,
LA-119,Webster Parish,Louisiana,66.1,125,2.1,64,
LA-121,West Baton Rouge Parish,Louisiana,69.1,124,1.7,67.4,
LA-123,West Carroll Parish,Louisiana,66,125,2,64,
LA-125,West Feliciana Parish,Louisiana,68.2,124,1.6,66.6,
LA-127,Winn Parish,Louisiana,66.7,124,1.9,64.8,
ME-001,Androscoggin County,Maine,45.3,117,2.3,43.1,
ME-003,Aroostook County,Maine,39.4,110,1.6,37.7,
ME-005,Cumberland County,Maine,45.9,115,2.1,43.8,
ME-007,Franklin County,Maine,40.3,112,2,38.3,
ME-009,Hancock County,Maine,45,116,2.1,42.9,
ME-011,Kennebec County,Maine,45.2,118,2.3,42.9,
ME-013,Knox County,Maine,45.2,114,2,43.3,
ME-015,Lincoln County,Maine,45.8,119,2.2,43.5,
ME-017,Oxford County,Maine,42.6,117,2.2,40.4,
ME-019,Penobscot County,Maine,43.1,115,2,41.1,
ME-021,Piscataquis County,Maine,40.2,112,1.9,38.3,
ME-023,Sagadahoc County,Maine,46.2,118,2.3,43.8,
ME-025,Somerset County,Maine,40.3,109,1.8,38.5,
ME-027,Waldo County,Maine,44.8,117,2.1,42.6,
ME-029,Washington County,Maine,44.4,116,2.4,42,
ME-031,York County,Maine,46.4,114,1.8,44.6,
MD-001,Allegany County,Maryland,53.2,123,2,51.3,
MD-003,Anne Arundel County,Maryland,58,122,2.7,55.3,
MD-005,Baltimore County,Maryland,55.6,121,2.6,53,
MD-009,Calvert County,Maryland,58.2,122,2.6,55.6,
MD-011,Caroline County,Maryland,57.6,123,3,54.6,
MD-013,Carroll County,Maryland,54.3,122,2.5,51.8,
MD-015,Cecil County,Maryland,55.7,120,2.4,53.3,
MD-017,Charles County,Maryland,58.7,122,3,55.7,
MD-019,Dorchester County,Maryland,58.6,122,3,55.6,
MD-021,Frederick County,Maryland,54.9,122,2.5,52.4,
MD-023,Garrett County,Maryland,49.5,123,2.3,47.2,
MD-025,Harford County,Maryland,55.4,120,2.1,53.2,
MD-027,Howard County,Maryland,55.6,121,2.8,52.9,
MD-029,Kent County,Maryland,56.9,120,2.3,54.6,
MD-031,Montgomery County,Maryland,56.1,122,2.7,53.4,
MD-033,Prince George's County,Maryland,57.7,122,2.7,54.9,
MD-035,Queen Anne's County,Maryland,57.2,122,2.6,54.7,
MD-037,St. Mary's County,Maryland,58.5,122,2.6,56,
MD-039,Somerset County,Maryland,59.3,122,3.2,56.1,
MD-041,Talbot County,Maryland,58.2,123,2.7,55.5,
MD-043,Washington County,Maryland,54.6,124,2.5,52.1,
MD-045,Wicomico County,Maryland,58.6,122,3.3,55.3,
MD-047,Worcester County,Maryland,58.8,122,3.2,55.6,
MD-510,Baltimore City,Maryland,57.6,120,2.9,54.7,
MD-511,"Washington, D.C.",Washington, D.C.,57.9,123,2.8,55.1
MA-001,Barnstable County,Massachusetts,51.7,120,2.8,48.9,
MA-003,Berkshire County,Massachusetts,46.4,119,2.3,44.1,
MA-005,Bristol County,Massachusetts,51.6,119,2.6,49,
MA-007,Dukes County,Massachusetts,52,118,2.6,49.4,
MA-009,Essex County,Massachusetts,49.7,117,2.3,47.5,
MA-011,Franklin County,Massachusetts,48,120,2.7,45.3,
MA-013,Hampden County,Massachusetts,49.1,120,2.3,46.8,
MA-015,Hampshire County,Massachusetts,48.5,120,2.1,46.3,
MA-017,Middlesex County,Massachusetts,50.3,120,2.7,47.6,
MA-019,Nantucket County,Massachusetts,51.5,118,3,48.6,
MA-021,Norfolk County,Massachusetts,51.2,121,3,48.2,
MA-023,Plymouth County,Massachusetts,51.6,120,2.7,48.9,
MA-025,Suffolk County,Massachusetts,51.6,121,3.1,48.5,
MA-027,Worcester County,Massachusetts,48.9,120,2.7,46.2,
MI-001,Alcona County,Michigan,44.8,116,2.4,42.4,
MI-003,Alger County,Michigan,41.2,101,1.1,40.1,
MI-005,Allegan County,Michigan,49.5,119,1.8,47.7,
MI-007,Alpena County,Michigan,44.9,118,2.7,42.3,
MI-009,Antrim County,Michigan,45.1,117,2.4,42.7,
MI-011,Arenac County,Michigan,46.9,118,2.6,44.4,
MI-013,Baraga County,Michigan,39.7,104,1.5,38.1,
MI-015,Barry County,Michigan,48.9,121,2,46.9,
MI-017,Bay County,Michigan,48.3,119,2.7,45.6,
MI-019,Benzie County,Michigan,45.8,118,3,42.8,
MI-021,Berrien County,Michigan,50.2,117,1.7,48.5,
MI-023,Branch County,Michigan,49.7,124,2.2,47.5,
MI-025,Calhoun County,Michigan,49.3,123,2.4,47,
MI-027,Cass County,Michigan,49.8,119,2,47.8,
MI-029,Charlevoix County,Michigan,44.9,117,2.1,42.8,
MI-031,Cheboygan County,Michigan,43.9,114,2,41.9,
MI-033,Chippewa County,Michigan,41.4,110,1.8,39.6,
MI-035,Clare County,Michigan,46,121,2.6,43.3,
MI-037,Clinton County,Michigan,49,123,2.4,46.6,
MI-039,Crawford County,Michigan,44.3,118,2.4,41.8,
MI-041,Delta County,Michigan,42.5,109,1.5,41,
MI-043,Dickinson County,Michigan,41.2,110,1.8,39.4,
MI-045,Eaton County,Michigan,49,123,2.3,46.7,
MI-047,Emmet County,Michigan,44.1,116,2.3,41.8,
MI-049,Genesee County,Michigan,48.9,121,2.6,46.2,
MI-051,Gladwin County,Michigan,46.9,120,2.6,44.3,
MI-053,Gogebic County,Michigan,39.8,108,1.4,38.4,
MI-055,Grand Traverse County,Michigan,45.9,121,3.2,42.7,
MI-057,Gratiot County,Michigan,48.6,123,2.6,46,
MI-059,Hillsdale County,Michigan,49.2,123,2.3,47,
MI-061,Houghton County,Michigan,41,113,1.8,39.2,
MI-063,Huron County,Michigan,46.9,117,2.3,44.6,
MI-065,Ingham County,Michigan,49,124,2.6,46.4,
MI-067,Ionia County,Michigan,48.6,123,2.3,46.3,
MI-069,Iosco County,Michigan,45.8,115,2.4,43.4,
MI-071,Iron County,Michigan,39.5,109,1.7,37.8,
MI-073,Isabella County,Michigan,47.4,120,2.6,44.8,
MI-075,Jackson County,Michigan,49.2,125,2.6,46.6,
MI-077,Kalamazoo County,Michigan,49.6,122,2.1,47.5,
MI-079,Kalkaska County,Michigan,44.8,119,2.7,42.2,
MI-081,Kent County,Michigan,48.5,121,2.2,46.3,
MI-083,Keweenaw County,Michigan,40.4,109,1.7,38.7,
MI-085,Lake County,Michigan,46.1,118,2.1,44,
MI-087,Lapeer County,Michigan,48.6,120,2.6,46,
MI-089,Leelanau County,Michigan,45.8,116,3,42.8,
MI-091,Lenawee County,Michigan,50.2,125,2.5,47.7,
MI-093,Livingston County,Michigan,48.8,123,2.8,46,
MI-095,Luce County,Michigan,40.6,103,1.2,39.4,
MI-097,Mackinac County,Michigan,41.9,108,1.7,40.3,
MI-099,Macomb County,Michigan,50.3,121,2.8,47.5,
MI-101,Manistee County,Michigan,46.1,118,2.5,43.6,
MI-103,Marquette County,Michigan,40.1,101,1.3,38.8,
MI-105,Mason County,Michigan,46.5,117,2.1,44.5,
MI-107,Mecosta County,Michigan,46.4,119,2.1,44.2,
MI-109,Menominee County,Michigan,43,112,1.6,41.4,
MI-111,Midland County,Michigan,48.3,122,2.7,45.6,
MI-113,Missaukee County,Michigan,44.9,119,2.7,42.3,
MI-115,Monroe County,Michigan,51.4,123,2.7,48.7,
MI-117,Montcalm County,Michigan,47.7,122,2.5,45.2,
MI-119,Montmorency County,Michigan,44.1,116,2.1,42,
MI-121,Muskegon County,Michigan,48.4,119,2.3,46.1,
MI-123,Newaygo County,Michigan,47,119,2.1,44.9,
MI-125,Oakland County,Michigan,49.2,123,2.7,46.5,
MI-127,Oceana County,Michigan,47.2,119,2.3,44.9,
MI-129,Ogemaw County,Michigan,45.3,117,2.5,42.7,
MI-131,Ontonagon County,Michigan,40.8,109,1.7,39.1,
MI-133,Osceola County,Michigan,45.3,119,2.3,43,
MI-135,Oscoda County,Michigan,44.3,116,2.4,41.9,
MI-137,Otsego County,Michigan,43.3,114,1.9,41.4,
MI-139,Ottawa County,Michigan,49.1,117,1.9,47.1,
MI-141,Presque Isle County,Michigan,44.3,115,2.2,42.1,
MI-143,Roscommon County,Michigan,45.1,120,2.8,42.4,
MI-145,Saginaw County,Michigan,48.9,121,2.7,46.2,
MI-147,St. Clair County,Michigan,49.6,121,2.7,46.9,
MI-149,St. Joseph County,Michigan,49.9,121,2,47.9,
MI-151,Sanilac County,Michigan,47.8,119,2.3,45.5,
MI-153,Schoolcraft County,Michigan,42,104,1.3,40.7,
MI-155,Shiawassee County,Michigan,48.8,120,2.4,46.4,
MI-157,Tuscola County,Michigan,48.1,119,2.4,45.7,
MI-159,Van Buren County,Michigan,49.9,121,2,47.9,
MI-161,Washtenaw County,Michigan,49.4,122,2.7,46.7,
MI-163,Wayne County,Michigan,50.8,122,2.7,48.1,
MI-165,Wexford County,Michigan,45.1,118,2.7,42.5,
MN-001,Aitkin County,Minnesota,40.4,107,1.9,38.5,
MN-003,Anoka County,Minnesota,44.8,109,1.7,43,
MN-005,Becker County,Minnesota,40.2,104,1.5,38.7,
MN-007,Beltrami County,Minnesota,39.2,112,2,37.2,
MN-009,Benton County,Minnesota,43,107,1.8,41.2,
MN-011,Big Stone County,Minnesota,44.1,112,1.8,42.4,
MN-013,Blue Earth County,Minnesota,45.7,104,1.1,44.6,
MN-015,Brown County,Minnesota,45.5,103,1.2,44.3,
MN-017,Carlton County,Minnesota,39.7,104,1.4,38.3,
MN-019,Carver County,Minnesota,45.3,110,1.7,43.6,
MN-021,Cass County,Minnesota,40.9,114,2.3,38.6,
MN-023,Chippewa County,Minnesota,44.7,111,1.8,43,
MN-025,Chisago County,Minnesota,44.1,109,1.7,42.4,
MN-027,Clay County,Minnesota,41.7,104,1.6,40.2,
MN-029,Clearwater County,Minnesota,39.3,108,1.7,37.6,
MN-031,Cook County,Minnesota,36.3,98,1.1,35.2,
MN-033,Cottonwood County,Minnesota,44.8,101,1.1,43.7,
MN-035,Crow Wing County,Minnesota,41.6,110,2,39.5,
MN-037,Dakota County,Minnesota,45.8,111,1.6,44.1,
MN-039,Dodge County,Minnesota,44.5,109,1.5,42.9,
MN-041,Douglas County,Minnesota,42.2,114,2.1,40.1,
MN-043,Faribault County,Minnesota,45.7,98,0.9,44.7,
MN-045,Fillmore County,Minnesota,44.9,106,1.4,43.6,
MN-047,Freeborn County,Minnesota,45.1,103,1.2,43.9,
MN-049,Goodhue County,Minnesota,45.1,109,1.5,43.6,
MN-051,Grant County,Minnesota,43.1,117,2,41,
MN-053,Hennepin County,Minnesota,45.3,109,1.8,43.5,
MN-055,Houston County,Minnesota,46.6,118,1.8,44.8,
MN-057,Hubbard County,Minnesota,40.3,114,2,38.3,
MN-059,Isanti County,Minnesota,43.9,109,1.8,42.1,
MN-061,Itasca County,Minnesota,39.2,108,2,37.2,
MN-063,Jackson County,Minnesota,45,103,1.1,43.9,
MN-065,Kanabec County,Minnesota,42.5,112,2,40.6,
MN-067,Kandiyohi County,Minnesota,43.8,109,1.7,42.1,
MN-069,Kittson County,Minnesota,40.1,122,3.4,36.7,
MN-071,Koochiching County,Minnesota,38.4,110,2,36.4,
MN-073,Lac qui Parle County,Minnesota,44.7,108,1.5,43.2,
MN-075,Lake County,Minnesota,37.4,103,1.5,35.9,
MN-077,Lake of the Woods County,Minnesota,38.6,113,2.4,36.2,
MN-079,Le Sueur County,Minnesota,45.4,107,1.3,44.1,
MN-081,Lincoln County,Minnesota,43.8,100,1.1,42.7,
MN-083,Lyon County,Minnesota,44.8,102,1.1,43.7,
MN-085,McLeod County,Minnesota,44.8,108,1.6,43.2,
MN-087,Mahnomen County,Minnesota,39.5,101,1.3,38.2,
MN-089,Marshall County,Minnesota,39.8,115,2.4,37.4,
MN-091,Martin County,Minnesota,45.4,100,1.1,44.3,
MN-093,Meeker County,Minnesota,43.7,104,1.5,42.2,
MN-095,Mille Lacs County,Minnesota,42.6,112,2.1,40.6,
MN-097,Morrison County,Minnesota,42.3,106,1.8,40.5,
MN-099,Mower County,Minnesota,44.8,112,1.6,43.1,
MN-101,Murray County,Minnesota,44.1,96,0.8,43.2,
MN-103,Nicollet County,Minnesota,45.6,107,1.3,44.4,
MN-105,Nobles County,Minnesota,44.7,98,0.8,43.8,
MN-107,Norman County,Minnesota,40.9,103,1.3,39.6,
MN-109,Olmsted County,Minnesota,44.7,109,1.5,43.2,
MN-111,Otter Tail County,Minnesota,41.5,106,1.7,39.8,
MN-113,Pennington County,Minnesota,39.5,110,1.7,37.8,
MN-115,Pine County,Minnesota,41.7,111,2,39.7,
MN-117,Pipestone County,Minnesota,44.2,100,1.1,43.1,
MN-119,Polk County,Minnesota,40.3,108,1.6,38.7,
MN-121,Pope County,Minnesota,42.9,111,2,40.9,
MN-123,Ramsey County,Minnesota,45.4,106,1.6,43.8,
MN-125,Red Lake County,Minnesota,39.8,107,1.5,38.3,
MN-127,Redwood County,Minnesota,45.3,105,1.2,44.1,
MN-129,Renville County,Minnesota,45.1,111,1.5,43.5,
MN-131,Rice County,Minnesota,45.2,111,1.4,43.7,
MN-133,Rock County,Minnesota,45.5,105,1.3,44.2,
