January 2016 - December 2019 Contiguous U.S. County Maximum Temperature,,,,,,,
Units: Degrees Fahrenheit,,,,,,,
Missing: -99,,,,,,,
Period of Record: 125 Years,,,,,,,
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean,
GA-197,Marion County,Georgia,76.9,125,1.4,75.6,
GA-199,Meriwether County,Georgia,75.6,125,2,73.6,
GA-201,Miller County,Georgia,79.6,125,1.6,78,
GA-205,Mitchell County,Georgia,78.9,124,1.2,77.6,
GA-207,Monroe County,Georgia,77.4,125,2.5,74.8,
GA-209,Montgomery County,Georgia,78.8,125,1.8,77,
GA-211,Morgan County,Georgia,76.2,125,2.9,73.3,
GA-213,Murray County,Georgia,72,125,1.6,70.5,
GA-215,Muscogee County,Georgia,77.2,125,1.5,75.7,
GA-217,Newton County,Georgia,76,125,3.1,72.9,
GA-219,Oconee County,Georgia,74.9,125,2.5,72.4,
GA-221,Oglethorpe County,Georgia,74.9,125,2.2,72.7,
GA-223,Paulding County,Georgia,73.9,125,2.3,71.6,
GA-225,Peach County,Georgia,77.9,125,2.3,75.6,
GA-227,Pickens County,Georgia,71,125,1.7,69.3,
GA-229,Pierce County,Georgia,80.6,125,2.1,78.4,
GA-231,Pike County,Georgia,75.9,125,2.2,73.7,
GA-233,Polk County,Georgia,74.3,125,1.9,72.4,
GA-235,Pulaski County,Georgia,79,125,3,76,
GA-237,Putnam County,Georgia,77.3,125,2.8,74.5,
GA-239,Quitman County,Georgia,78.5,125,1.9,76.6,
GA-241,Rabun County,Georgia,68.9,121,1.2,67.7,
GA-243,Randolph County,Georgia,78.5,125,1.9,76.7,
GA-245,Richmond County,Georgia,77.8,125,3,74.9,
GA-247,Rockdale County,Georgia,75.3,125,3,72.3,
GA-249,Schley County,Georgia,77.4,125,1.5,75.9,
GA-251,Screven County,Georgia,78.4,123,2.4,76,
GA-253,Seminole County,Georgia,80.2,125,1.8,78.4,
GA-255,Spalding County,Georgia,76,125,2.6,73.4,
GA-257,Stephens County,Georgia,73,125,1.7,71.2,
GA-259,Stewart County,Georgia,78,125,1.6,76.3,
GA-261,Sumter County,Georgia,78.1,125,1.8,76.3,
GA-263,Talbot County,Georgia,76.2,125,1.4,74.8,
GA-265,Taliaferro County,Georgia,75.7,125,2.1,73.7,
GA-267,Tattnall County,Georgia,79.2,124,1.5,77.8,
GA-269,Taylor County,Georgia,77,125,1.6,75.4,
GA-271,Telfair County,Georgia,79.1,125,2.3,76.8,
GA-273,Terrell County,Georgia,78.5,125,1.7,76.8,
GA-275,Thomas County,Georgia,79,119,0.9,78.1,
GA-277,Tift County,Georgia,78.5,125,1.8,76.7,
GA-279,Toombs County,Georgia,79,125,1.5,77.4,
GA-281,Towns County,Georgia,68.4,125,1.7,66.7,
GA-283,Treutlen County,Georgia,78.5,125,1.9,76.7,
GA-285,Troup County,Georgia,75.7,125,1.7,73.9,
GA-287,Turner County,Georgia,78.7,125,2.5,76.2,
GA-289,Twiggs County,Georgia,78.2,125,2.4,75.8,
GA-291,Union County,Georgia,68.7,125,1.9,66.8,
GA-293,Upson County,Georgia,76.4,125,1.9,74.5,
GA-295,Walker County,Georgia,71.9,115,1.4,70.5,
GA-297,Walton County,Georgia,74.8,125,2.7,72.1,
GA-299,Ware County,Georgia,80.8,125,2.1,78.7,
GA-301,Warren County,Georgia,76.3,125,2.2,74,
GA-303,Washington County,Georgia,77.6,125,2.1,75.5,
GA-305,Wayne County,Georgia,80.1,125,2.1,78,
GA-307,Webster County,Georgia,77.7,124,1.4,76.3,
GA-309,Wheeler County,Georgia,79.1,125,2.1,77,
GA-311,White County,Georgia,70.4,125,1.5,68.8,
GA-313,Whitfield County,Georgia,72.7,124,1.6,71.1,
GA-315,Wilcox County,Georgia,79.1,125,3,76,
GA-317,Wilkes County,Georgia,75.3,125,2,73.2,
GA-319,Wilkinson County,Georgia,78.2,125,2.3,75.9,
GA-321,Worth County,Georgia,78.5,125,1.8,76.7,
ID-001,Ada County,Idaho,64.4,103,1.1,63.4,
ID-003,Adams County,Idaho,54.6,78,0.4,54.2,
ID-005,Bannock County,Idaho,57.2,117,1.8,55.4,
ID-007,Bear Lake County,Idaho,53.5,112,2.1,51.4,
ID-009,Benewah County,Idaho,56.5,109,1,55.5,
ID-011,Bingham County,Idaho,57.1,111,1.6,55.5,
ID-013,Blaine County,Idaho,54.8,106,1.7,53.1,
ID-015,Boise County,Idaho,55.6,106,1.3,54.3,
ID-017,Bonner County,Idaho,53.7,111,1.3,52.3,
ID-019,Bonneville County,Idaho,54.2,119,2.1,52.1,
ID-021,Boundary County,Idaho,50.6,113,1.6,49.1,
ID-023,Butte County,Idaho,54.6,113,1.5,53,
ID-025,Camas County,Idaho,53.4,112,1.9,51.5,
ID-027,Canyon County,Idaho,65.5,99,1.1,64.5,
ID-029,Caribou County,Idaho,54.2,111,1.8,52.3,
ID-031,Cassia County,Idaho,58.2,102,1.4,56.8,
ID-033,Clark County,Idaho,52.2,114,1.7,50.5,
ID-035,Clearwater County,Idaho,54.7,106,1.2,53.6,
ID-037,Custer County,Idaho,51,105,1.4,49.5,
ID-039,Elmore County,Idaho,60,119,2.1,57.9,
ID-041,Franklin County,Idaho,57.1,120,2.6,54.5,
ID-043,Fremont County,Idaho,52.1,114,1.6,50.5,
ID-045,Gem County,Idaho,61,85,0.5,60.5,
ID-047,Gooding County,Idaho,61.2,109,1.6,59.6,
ID-049,Idaho County,Idaho,54.1,117,1.6,52.5,
ID-051,Jefferson County,Idaho,57.4,118,2,55.4,
ID-053,Jerome County,Idaho,61.9,113,2.1,59.8,
ID-055,Kootenai County,Idaho,55.7,113,1.3,54.4,
ID-057,Latah County,Idaho,57.7,99,0.9,56.8,
ID-059,Lemhi County,Idaho,51.1,103,1.4,49.7,
ID-061,Lewis County,Idaho,56.2,63,0.1,56.1,
ID-063,Lincoln County,Idaho,59.9,116,2.4,57.5,
ID-065,Madison County,Idaho,54.8,115,1.7,53.1,
ID-067,Minidoka County,Idaho,60,102,1.7,58.3,
ID-069,Nez Perce County,Idaho,60.1,89,0.6,59.5,
ID-071,Oneida County,Idaho,57.6,91,1,56.6,
ID-073,Owyhee County,Idaho,60.8,102,1.2,59.6,
ID-075,Payette County,Idaho,63.8,99,1,62.8,
ID-077,Power County,Idaho,57.8,96,1,56.7,
ID-079,Shoshone County,Idaho,52.3,101,0.9,51.4,
ID-081,Teton County,Idaho,52.2,120,2.2,50.1,
ID-083,Twin Falls County,Idaho,60.2,98,1.3,58.9,
ID-085,Valley County,Idaho,52.7,108,1.5,51.2,
ID-087,Washington County,Idaho,58.8,84,0.4,58.4,
IL-001,Adams County,Illinois,63.7,107,0.9,62.8,
IL-003,Alexander County,Illinois,69,119,1.5,67.5,
IL-005,Bond County,Illinois,66,119,1.7,64.2,
IL-007,Boone County,Illinois,58.1,98,1,57.1,
IL-009,Brown County,Illinois,63.8,109,1.1,62.7,
IL-011,Bureau County,Illinois,60.3,94,1,59.3,
IL-013,Calhoun County,Illinois,65.6,111,1.2,64.4,
IL-015,Carroll County,Illinois,59.4,110,1.8,57.6,
IL-017,Cass County,Illinois,64.2,114,1.4,62.8,
IL-019,Champaign County,Illinois,63.2,118,1.7,61.5,
IL-021,Christian County,Illinois,64.3,116,1.6,62.8,
IL-023,Clark County,Illinois,64.8,118,1.7,63.1,
IL-025,Clay County,Illinois,65.6,113,1.1,64.5,
IL-027,Clinton County,Illinois,67,120,1.8,65.1,
IL-029,Coles County,Illinois,64.1,120,1.6,62.5,
IL-031,Cook County,Illinois,59.8,116,1.7,58.1,
IL-033,Crawford County,Illinois,65.3,114,1.3,64,
IL-035,Cumberland County,Illinois,64.5,115,1.4,63.1,
IL-037,DeKalb County,Illinois,59,104,1.2,57.8,
IL-039,De Witt County,Illinois,63,119,1.9,61.1,
IL-041,Douglas County,Illinois,63.7,118,1.6,62.1,
IL-043,DuPage County,Illinois,59.7,111,1.8,57.9,
IL-045,Edgar County,Illinois,63.9,116,1.5,62.4,
IL-047,Edwards County,Illinois,67.2,121,1.7,65.5,
IL-049,Effingham County,Illinois,64.5,107,1.1,63.4,
IL-051,Fayette County,Illinois,65.2,116,1.3,63.8,
IL-053,Ford County,Illinois,62.3,116,1.3,61,
IL-055,Franklin County,Illinois,66.7,91,0.5,66.3,
IL-057,Fulton County,Illinois,62.7,103,0.9,61.8,
IL-059,Gallatin County,Illinois,67.9,112,1.1,66.8,
IL-061,Greene County,Illinois,65.3,113,1.1,64.2,
IL-063,Grundy County,Illinois,61.1,109,1.4,59.7,
IL-065,Hamilton County,Illinois,67.5,120,1.5,66,
IL-067,Hancock County,Illinois,62.4,88,0.6,61.8,
IL-069,Hardin County,Illinois,67.8,97,0.7,67,
IL-071,Henderson County,Illinois,61.8,102,1,60.8,
IL-073,Henry County,Illinois,60.5,103,1.1,59.4,
IL-075,Iroquois County,Illinois,62.2,115,1.3,60.9,
IL-077,Jackson County,Illinois,67.2,95,0.5,66.6,
IL-079,Jasper County,Illinois,64.6,101,0.7,63.9,
IL-081,Jefferson County,Illinois,66.3,101,0.6,65.7,
IL-083,Jersey County,Illinois,65.6,111,1.1,64.5,
IL-085,Jo Daviess County,Illinois,58.1,104,1.2,56.9,
IL-087,Johnson County,Illinois,67.5,100,0.7,66.8,
IL-089,Kane County,Illinois,59.2,109,1.6,57.6,
IL-091,Kankakee County,Illinois,61.4,111,1.3,60.2,
IL-093,Kendall County,Illinois,60.3,110,1.5,58.7,
IL-095,Knox County,Illinois,61,96,0.8,60.2,
IL-097,Lake County,Illinois,58.2,108,1.4,56.8,
IL-099,LaSalle County,Illinois,60.6,103,1.3,59.4,
IL-101,Lawrence County,Illinois,66.2,116,1.3,64.8,
IL-103,Lee County,Illinois,59.6,107,1.3,58.3,
IL-105,Livingston County,Illinois,61.6,107,1.2,60.4,
IL-107,Logan County,Illinois,63.6,120,1.8,61.7,
IL-109,McDonough County,Illinois,62.1,96,0.7,61.5,
IL-111,McHenry County,Illinois,58.5,115,1.6,56.8,
IL-113,McLean County,Illinois,62.4,119,1.8,60.6,
IL-115,Macon County,Illinois,63.4,115,1.6,61.8,
IL-117,Macoupin County,Illinois,64.9,116,1.4,63.5,
IL-119,Madison County,Illinois,66.3,117,1.5,64.8,
IL-121,Marion County,Illinois,65.8,114,1,64.7,
IL-123,Marshall County,Illinois,61.7,113,1.5,60.2,
IL-125,Mason County,Illinois,63.8,112,1.3,62.5,
IL-127,Massac County,Illinois,68.9,115,1.4,67.5,
IL-129,Menard County,Illinois,63.8,113,1.3,62.6,
IL-131,Mercer County,Illinois,61,110,1.2,59.8,
IL-133,Monroe County,Illinois,68.1,121,2,66.1,
IL-135,Montgomery County,Illinois,64.8,117,1.5,63.2,
IL-137,Morgan County,Illinois,64.5,119,1.7,62.8,
IL-139,Moultrie County,Illinois,63.6,113,1.3,62.3,
IL-141,Ogle County,Illinois,59.2,110,1.5,57.7,
IL-143,Peoria County,Illinois,62.6,121,1.8,60.8,
IL-145,Perry County,Illinois,66.9,103,0.7,66.2,
IL-147,Piatt County,Illinois,63.2,118,1.7,61.5,
IL-149,Pike County,Illinois,64.8,114,1.4,63.4,
IL-151,Pope County,Illinois,67.7,93,0.7,67,
IL-153,Pulaski County,Illinois,69,120,1.4,67.5,
IL-155,Putnam County,Illinois,61.1,93,0.9,60.1,
IL-157,Randolph County,Illinois,67.6,113,1.2,66.4,
IL-159,Richland County,Illinois,65.8,110,1,64.8,
IL-161,Rock Island County,Illinois,60.6,106,1.3,59.3,
IL-163,St. Clair County,Illinois,67.6,121,2,65.6,
IL-165,Saline County,Illinois,67.3,102,0.8,66.6,
IL-167,Sangamon County,Illinois,64.2,117,1.4,62.8,
IL-169,Schuyler County,Illinois,63.2,98,0.7,62.5,
IL-171,Scott County,Illinois,65,116,1.5,63.5,
IL-173,Shelby County,Illinois,64.1,112,1.3,62.8,
IL-175,Stark County,Illinois,61,96,1,60,
IL-177,Stephenson County,Illinois,58.5,109,1.4,57,
IL-179,Tazewell County,Illinois,63.3,123,2.1,61.1,
IL-181,Union County,Illinois,67.7,109,0.9,66.8,
IL-183,Vermilion County,Illinois,63,115,1.2,61.8,
IL-185,Wabash County,Illinois,66.9,118,1.4,65.5,
IL-187,Warren County,Illinois,61.1,99,1,60.1,
IL-189,Washington County,Illinois,66.8,114,1.2,65.6,
IL-191,Wayne County,Illinois,67.1,121,1.7,65.4,
IL-193,White County,Illinois,68,121,1.7,66.3,
IL-195,Whiteside County,Illinois,60.1,108,1.4,58.7,
IL-197,Will County,Illinois,60.6,108,1.3,59.3,
IL-199,Williamson County,Illinois,66.6,76,0.1,66.5,
IL-201,Winnebago County,Illinois,58.5,101,1.1,57.4,
IL-203,Woodford County,Illinois,62.4,121,2.1,60.3,
IN-001,Adams County,Indiana,61.1,116,1.5,59.6,
IN-003,Allen County,Indiana,60.9,117,1.4,59.4,
IN-005,Bartholomew County,Indiana,65,122,1.7,63.4,
IN-007,Benton County,Indiana,61.5,93,0.7,60.8,
IN-009,Blackford County,Indiana,62,119,1.6,60.4,
IN-011,Boone County,Indiana,62.1,114,1.3,60.8,
IN-013,Brown County,Indiana,64.3,116,1.4,62.9,
IN-015,Carroll County,Indiana,61.7,96,0.7,61,
IN-017,Cass County,Indiana,61.4,103,0.9,60.5,
IN-019,Clark County,Indiana,67.7,125,2.3,65.4,
IN-021,Clay County,Indiana,64.7,117,1.7,63.1,
IN-023,Clinton County,Indiana,61.8,105,1,60.8,
IN-025,Crawford County,Indiana,67.3,118,1.5,65.8,
IN-027,Daviess County,Indiana,66.4,120,1.7,64.8,
IN-029,Dearborn County,Indiana,65,125,1.9,63.1,
IN-031,Decatur County,Indiana,63.7,109,1,62.8,
IN-033,DeKalb County,Indiana,59.9,114,1.3,58.6,
IN-035,Delaware County,Indiana,62.9,123,2.1,60.7,
IN-037,Dubois County,Indiana,67.1,117,1.5,65.6,
IN-039,Elkhart County,Indiana,59.8,114,1.5,58.3,
IN-041,Fayette County,Indiana,63.2,124,1.8,61.4,
IN-043,Floyd County,Indiana,67.8,125,2.4,65.5,
IN-045,Fountain County,Indiana,62.7,103,0.8,61.8,
IN-047,Franklin County,Indiana,64,124,1.7,62.3,
IN-049,Fulton County,Indiana,61,115,1.4,59.6,
IN-051,Gibson County,Indiana,67.1,117,1.5,65.7,
IN-053,Grant County,Indiana,61.9,114,1.3,60.6,
IN-055,Greene County,Indiana,65.3,121,1.7,63.5,
IN-057,Hamilton County,Indiana,62.4,109,1.1,61.3,
IN-059,Hancock County,Indiana,63,117,1.4,61.7,
IN-061,Harrison County,Indiana,67.9,125,2.1,65.8,
IN-063,Hendricks County,Indiana,62.5,108,1,61.5,
IN-065,Henry County,Indiana,62.4,121,1.8,60.7,
IN-067,Howard County,Indiana,61.5,104,0.9,60.7,
IN-069,Huntington County,Indiana,60.9,100,0.7,60.2,
IN-071,Jackson County,Indiana,65.8,122,1.7,64.1,
IN-073,Jasper County,Indiana,61.2,106,1,60.2,
IN-075,Jay County,Indiana,61.8,118,1.8,60.1,
IN-077,Jefferson County,Indiana,66.1,123,1.7,64.4,
IN-079,Jennings County,Indiana,65.4,119,1.5,63.9,
IN-081,Johnson County,Indiana,63.5,116,1.3,62.2,
IN-083,Knox County,Indiana,66.5,120,1.7,64.8,
IN-085,Kosciusko County,Indiana,60.4,112,1.3,59.1,
IN-087,LaGrange County,Indiana,59.5,115,1.4,58.1,
IN-089,Lake County,Indiana,60.5,112,1.3,59.3,
IN-091,LaPorte County,Indiana,59.8,107,1,58.8,
IN-093,Lawrence County,Indiana,65.5,118,1.4,64.1,
IN-095,Madison County,Indiana,62.7,115,1.4,61.3,
IN-097,Marion County,Indiana,63,114,1.2,61.8,
IN-099,Marshall County,Indiana,60.4,117,1.5,58.9,
IN-101,Martin County,Indiana,66.3,120,1.6,64.7,
IN-103,Miami County,Indiana,61.3,105,1,60.3,
IN-105,Monroe County,Indiana,64.2,112,1.2,63.1,
IN-107,Montgomery County,Indiana,62.4,108,1.1,61.3,
IN-109,Morgan County,Indiana,63.5,106,0.9,62.6,
IN-111,Newton County,Indiana,61.6,112,1.2,60.4,
IN-113,Noble County,Indiana,59.8,112,1.3,58.5,
IN-115,Ohio County,Indiana,65.8,125,2,63.8,
IN-117,Orange County,Indiana,66.7,124,1.7,65,
IN-119,Owen County,Indiana,64.6,119,1.5,63,
IN-121,Parke County,Indiana,63.5,108,1,62.5,
IN-123,Perry County,Indiana,67,88,0.5,66.6,
IN-125,Pike County,Indiana,66.9,119,1.6,65.4,
IN-127,Porter County,Indiana,60,107,1.1,59,
IN-129,Posey County,Indiana,67.6,111,1,66.5,
IN-131,Pulaski County,Indiana,61.3,111,1.3,60.1,
IN-133,Putnam County,Indiana,63.1,109,0.9,62.2,
IN-135,Randolph County,Indiana,62.1,125,2,60.1,
IN-137,Ripley County,Indiana,64.3,115,1.3,63,
IN-139,Rush County,Indiana,63.2,119,1.5,61.7,
IN-141,St. Joseph County,Indiana,59.7,107,1.2,58.4,
IN-143,Scott County,Indiana,66.8,125,2,64.7,
IN-145,Shelby County,Indiana,63.8,115,1.3,62.5,
IN-147,Spencer County,Indiana,67.3,95,0.6,66.7,
IN-149,Starke County,Indiana,60.7,111,1.3,59.4,
IN-151,Steuben County,Indiana,59.1,115,1.3,57.8,
IN-153,Sullivan County,Indiana,65.6,120,2,63.6,
IN-155,Switzerland County,Indiana,66.1,125,2,64.1,
IN-157,Tippecanoe County,Indiana,61.9,94,0.6,61.3,
IN-159,Tipton County,Indiana,62,111,1.2,60.8,
IN-161,Union County,Indiana,63.4,124,1.9,61.5,
IN-163,Vanderburgh County,Indiana,67.4,105,1,66.4,
IN-165,Vermillion County,Indiana,63.6,106,1.1,62.6,
IN-167,Vigo County,Indiana,65,121,1.8,63.2,
IN-169,Wabash County,Indiana,61.2,104,0.9,60.3,
IN-171,Warren County,Indiana,62.2,98,0.7,61.5,
IN-173,Warrick County,Indiana,67.4,109,1.2,66.3,
IN-175,Washington County,Indiana,66.5,125,2.1,64.4,
IN-177,Wayne County,Indiana,62.6,125,1.9,60.7,
IN-179,Wells County,Indiana,61,109,1,60,
IN-181,White County,Indiana,61.4,96,0.7,60.7,
IN-183,Whitley County,Indiana,60.2,103,0.9,59.3,
IA-001,Adair County,Iowa,60,77,0.2,59.8,
IA-003,Adams County,Iowa,60.9,82,0.5,60.4,
IA-005,Allamakee County,Iowa,55.9,75,0.3,55.5,
IA-007,Appanoose County,Iowa,62.1,110,1.2,60.9,
IA-009,Audubon County,Iowa,59,75,0.2,58.8,
IA-011,Benton County,Iowa,57.9,63,-0.1,58,
IA-013,Black Hawk County,Iowa,57.6,84,0.5,57.1,
IA-015,Boone County,Iowa,59.3,87,0.6,58.7,
IA-017,Bremer County,Iowa,57,90,0.6,56.4,
IA-019,Buchanan County,Iowa,56.9,82,0.3,56.6,
IA-021,Buena Vista County,Iowa,56.6,48,-0.2,56.9,
IA-023,Butler County,Iowa,56.9,79,0.3,56.6,
IA-025,Calhoun County,Iowa,58.1,66,0.1,58,
IA-027,Carroll County,Iowa,58.8,84,0.5,58.3,
IA-029,Cass County,Iowa,60.3,76,0.2,60.1,
IA-031,Cedar County,Iowa,59.4,99,0.9,58.5,
IA-033,Cerro Gordo County,Iowa,55.8,82,0.4,55.4,
IA-035,Cherokee County,Iowa,57,60,-0.1,57.1,
IA-037,Chickasaw County,Iowa,55.6,56,-0.1,55.7,
IA-039,Clarke County,Iowa,61.3,98,0.9,60.4,
IA-041,Clay County,Iowa,56.4,58,0,56.4,
IA-043,Clayton County,Iowa,56.6,75,0.3,56.3,
IA-045,Clinton County,Iowa,59.5,107,1.2,58.3,
IA-047,Crawford County,Iowa,58.7,73,0.3,58.5,
IA-049,Dallas County,Iowa,60.4,81,0.3,60.1,
IA-051,Davis County,Iowa,61.6,92,0.7,60.9,
IA-053,Decatur County,Iowa,62,110,1.4,60.7,
IA-055,Delaware County,Iowa,57.1,90,0.7,56.4,
IA-057,Des Moines County,Iowa,61.2,89,0.6,60.6,
IA-059,Dickinson County,Iowa,55.1,34,-0.5,55.6,
IA-061,Dubuque County,Iowa,57.2,91,0.8,56.4,
IA-063,Emmet County,Iowa,55.2,55,-0.2,55.3,
IA-065,Fayette County,Iowa,56.2,76,0.3,55.9,
IA-067,Floyd County,Iowa,55.9,68,0,55.8,
IA-069,Franklin County,Iowa,56.7,87,0.7,56,
IA-071,Fremont County,Iowa,62.3,70,0.1,62.2,
IA-073,Greene County,Iowa,59.4,89,0.5,58.8,
IA-075,Grundy County,Iowa,57.7,89,0.6,57.1,
IA-077,Guthrie County,Iowa,59.7,81,0.3,59.4,
IA-079,Hamilton County,Iowa,57.5,59,0,57.6,
IA-081,Hancock County,Iowa,55.8,56,-0.1,55.9,
IA-083,Hardin County,Iowa,57.7,91,0.7,57,
IA-085,Harrison County,Iowa,60.3,81,0.4,59.9,
IA-087,Henry County,Iowa,60.5,56,-0.1,60.7,
IA-089,Howard County,Iowa,54.7,70,0.2,54.6,
IA-091,Humboldt County,Iowa,57,46,-0.2,57.2,
IA-093,Ida County,Iowa,57.6,51,-0.2,57.8,
IA-095,Iowa County,Iowa,60.1,101,1,59,
IA-097,Jackson County,Iowa,58.7,103,1.3,57.4,
IA-099,Jasper County,Iowa,59.7,81,0.3,59.4,
IA-101,Jefferson County,Iowa,60.4,69,-0.1,60.4,
IA-103,Johnson County,Iowa,60,95,0.8,59.2,
IA-105,Jones County,Iowa,58.8,112,1.4,57.4,
IA-107,Keokuk County,Iowa,60.8,107,1.2,59.6,
IA-109,Kossuth County,Iowa,56.1,73,0.1,55.9,
IA-111,Lee County,Iowa,61.7,78,0.2,61.5,
IA-113,Linn County,Iowa,58.5,90,0.6,57.9,
IA-115,Louisa County,Iowa,60.9,90,0.5,60.3,
IA-117,Lucas County,Iowa,61.2,92,0.8,60.4,
IA-119,Lyon County,Iowa,56,27,-0.6,56.7,
IA-121,Madison County,Iowa,60.8,83,0.3,60.5,
IA-123,Mahaska County,Iowa,61,104,1,60,
IA-125,Marion County,Iowa,60.8,84,0.4,60.4,
IA-127,Marshall County,Iowa,58.8,86,0.5,58.3,
IA-129,Mills County,Iowa,61.8,80,0.5,61.3,
IA-131,Mitchell County,Iowa,55,77,0.3,54.7,
IA-133,Monona County,Iowa,59.4,72,0.1,59.3,
IA-135,Monroe County,Iowa,61.4,94,0.6,60.7,
IA-137,Montgomery County,Iowa,61.3,79,0.4,60.9,
IA-139,Muscatine County,Iowa,60.1,89,0.5,59.6,
IA-141,O'Brien County,Iowa,56.4,43,-0.4,56.7,
IA-143,Osceola County,Iowa,55,22,-1,56,
IA-145,Page County,Iowa,62.1,83,0.5,61.6,
IA-147,Palo Alto County,Iowa,56.6,79,0.5,56.1,
IA-149,Plymouth County,Iowa,57.9,71,0.1,57.8,
IA-151,Pocahontas County,Iowa,57.1,61,-0.1,57.1,
IA-153,Polk County,Iowa,60.2,78,0.1,60,
IA-155,Pottawattamie County,Iowa,60.9,78,0.4,60.5,
IA-157,Poweshiek County,Iowa,59.5,90,0.6,58.9,
IA-159,Ringgold County,Iowa,61.4,99,0.8,60.6,
IA-161,Sac County,Iowa,57.7,59,-0.1,57.7,
IA-163,Scott County,Iowa,60,104,1.2,58.8,
IA-165,Shelby County,Iowa,59.4,69,0.1,59.3,
IA-167,Sioux County,Iowa,56.9,34,-0.5,57.4,
IA-169,Story County,Iowa,59,86,0.5,58.5,
IA-171,Tama County,Iowa,58.3,77,0.3,58,
IA-173,Taylor County,Iowa,61.3,86,0.7,60.7,
IA-175,Union County,Iowa,60.8,85,0.5,60.3,
IA-177,Van Buren County,Iowa,60.8,46,-0.3,61.1,
IA-179,Wapello County,Iowa,61.4,96,0.8,60.6,
IA-181,Warren County,Iowa,61.2,81,0.3,60.9,
IA-183,Washington County,Iowa,60.5,93,0.7,59.8,
IA-185,Wayne County,Iowa,61.6,101,0.9,60.7,
IA-187,Webster County,Iowa,57.7,54,-0.1,57.8,
IA-189,Winnebago County,Iowa,54.8,48,-0.3,55,
IA-191,Winneshiek County,Iowa,55.3,76,0.3,55,
IA-193,Woodbury County,Iowa,58.6,67,0.1,58.6,
IA-195,Worth County,Iowa,54.8,70,0.1,54.7,
IA-197,Wright County,Iowa,56.6,51,-0.1,56.7,
KS-001,Allen County,Kansas,67.3,88,0.3,66.9,
KS-003,Anderson County,Kansas,66.5,89,0.4,66.1,
KS-005,Atchison County,Kansas,65.3,108,1.4,64,
KS-007,Barber County,Kansas,70.7,108,1.3,69.3,
KS-009,Barton County,Kansas,67.5,92,0.9,66.6,
KS-011,Bourbon County,Kansas,67.6,102,0.7,66.9,
KS-013,Brown County,Kansas,64.7,104,1.5,63.2,
KS-015,Butler County,Kansas,68.4,109,1.2,67.3,
KS-017,Chase County,Kansas,67.2,107,1.2,66.1,
KS-019,Chautauqua County,Kansas,69.4,87,0.5,69,
KS-021,Cherokee County,Kansas,69.5,106,1.1,68.4,
KS-023,Cheyenne County,Kansas,66.4,102,1.7,64.7,
KS-025,Clark County,Kansas,71.3,106,1.2,70.1,
KS-027,Clay County,Kansas,66.6,98,1,65.7,
KS-029,Cloud County,Kansas,66.2,96,1.1,65.1,
KS-031,Coffey County,Kansas,67.3,110,1.1,66.2,
KS-033,Comanche County,Kansas,71.1,112,1.3,69.7,
KS-035,Cowley County,Kansas,69.2,93,0.7,68.5,
KS-037,Crawford County,Kansas,68.4,104,0.9,67.5,
KS-039,Decatur County,Kansas,66.2,93,1,65.2,
KS-041,Dickinson County,Kansas,67.8,113,1.7,66.1,
KS-043,Doniphan County,Kansas,64.8,108,1.1,63.7,
KS-045,Douglas County,Kansas,66.6,108,1.4,65.2,
KS-047,Edwards County,Kansas,68.9,99,1.2,67.7,
KS-049,Elk County,Kansas,68.3,82,0.4,67.9,
KS-051,Ellis County,Kansas,68.1,102,1.4,66.7,
KS-053,Ellsworth County,Kansas,68.4,118,2.1,66.3,
KS-055,Finney County,Kansas,69.9,115,2.4,67.6,
KS-057,Ford County,Kansas,69.8,109,1.5,68.4,
KS-059,Franklin County,Kansas,66.6,104,1,65.6,
KS-061,Geary County,Kansas,66.7,98,0.9,65.8,
KS-063,Gove County,Kansas,67.9,97,1.2,66.7,
KS-065,Graham County,Kansas,67.2,92,1.1,66.1,
KS-067,Grant County,Kansas,70.6,110,1.6,69,
KS-069,Gray County,Kansas,69.9,113,1.9,68,
KS-071,Greeley County,Kansas,68.3,118,2.7,65.6,
KS-073,Greenwood County,Kansas,67.8,98,0.8,67,
KS-075,Hamilton County,Kansas,70,118,2.5,67.5,
KS-077,Harper County,Kansas,70.3,98,0.7,69.6,
KS-079,Harvey County,Kansas,69,115,1.7,67.3,
KS-081,Haskell County,Kansas,70.5,115,1.9,68.6,
KS-083,Hodgeman County,Kansas,69.6,106,1.4,68.2,
KS-085,Jackson County,Kansas,65.6,105,1.2,64.4,
KS-087,Jefferson County,Kansas,65.9,106,1.3,64.6,
KS-089,Jewell County,Kansas,65.3,91,0.8,64.6,
KS-091,Johnson County,Kansas,66,109,1.3,64.6,
KS-093,Kearny County,Kansas,70,118,2.6,67.4,
KS-095,Kingman County,Kansas,69.2,100,0.9,68.3,
KS-097,Kiowa County,Kansas,69.5,102,1,68.5,
KS-099,Labette County,Kansas,69.3,100,0.7,68.6,
KS-101,Lane County,Kansas,68.8,108,1.7,67.1,
KS-103,Leavenworth County,Kansas,66.1,112,1.4,64.6,
KS-105,Lincoln County,Kansas,68.2,119,2.1,66,
KS-107,Linn County,Kansas,66.9,103,0.8,66.1,
KS-109,Logan County,Kansas,68.2,107,2,66.2,
KS-111,Lyon County,Kansas,67.2,113,1.3,65.8,
KS-113,McPherson County,Kansas,68.6,121,2.5,66.1,
